* Measurement data measured by REW V5.19
* Source: D:\Downloads\Toole.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 1, 2020 8:33:03 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\Toole.csv Format: Comma/Tab/Space delimited data 248 values loaded, 21 Hz to 19,356 Hz
* Measurement: Toole.csv
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
3378.116 0.172 0
3378.366 0.172 0
3378.616 0.172 0
3378.866 0.172 0
3379.116 0.172 0
3379.366 0.172 0
3379.616 0.172 0
3379.866 0.172 0
3380.116 0.172 0
3380.366 0.172 0
3380.616 0.172 0
3380.866 0.172 0
3381.116 0.172 0
3381.366 0.172 0
3381.616 0.172 0
3381.866 0.172 0
3382.116 0.172 0
3382.366 0.172 0
3382.616 0.172 0
3382.866 0.172 0
3383.116 0.172 0
3383.366 0.172 0
3383.616 0.172 0
3383.866 0.172 0
3384.116 0.172 0
3384.366 0.172 0
3384.616 0.172 0
3384.866 0.172 0
3385.116 0.172 0
3385.366 0.172 0
3385.616 0.172 0
3385.866 0.172 0
3386.116 0.172 0
3386.366 0.172 0
3386.616 0.172 0
3386.866 0.172 0
3387.116 0.172 0
3387.366 0.172 0
3387.616 0.172 0
3387.866 0.172 0
3388.116 0.172 0
3388.366 0.172 0
3388.616 0.172 0
3388.866 0.172 0
3389.116 0.172 0
3389.366 0.172 0
3389.616 0.172 0
3389.866 0.172 0
3390.116 0.172 0
3390.366 0.172 0
3390.616 0.172 0
3390.866 0.172 0
3391.116 0.172 0
3391.366 0.172 0
3391.616 0.172 0
3391.866 0.172 0
3392.116 0.172 0
3392.366 0.172 0
3392.616 0.172 0
3392.866 0.172 0
3393.116 0.172 0
3393.366 0.172 0
3393.616 0.172 0
3393.866 0.172 0
3394.116 0.172 0
3394.366 0.172 0
3394.616 0.172 0
3394.866 0.172 0
3395.116 0.172 0
3395.366 0.172 0
3395.616 0.172 0
3395.866 0.172 0
3396.116 0.172 0
3396.366 0.172 0
3396.616 0.172 0
3396.866 0.172 0
3397.116 0.172 0
3397.366 0.172 0
3397.616 0.172 0
3397.866 0.172 0
3398.116 0.172 0
3398.366 0.172 0
3398.616 0.172 0
3398.866 0.172 0
3399.116 0.172 0
3399.366 0.172 0
3399.616 0.172 0
3399.866 0.172 0
3400.116 0.172 0
3400.366 0.172 0
3400.616 0.172 0
3400.866 0.172 0
3401.116 0.172 0
3401.366 0.172 0
3401.616 0.172 0
3401.866 0.172 0
3402.116 0.172 0
3402.366 0.172 0
3402.616 0.172 0
3402.866 0.172 0
3403.116 0.172 0
3403.366 0.172 0
3403.616 0.172 0
3403.866 0.172 0
3404.116 0.172 0
3404.366 0.172 0
3404.616 0.172 0
3404.866 0.172 0
3405.116 0.172 0
3405.366 0.172 0
3405.616 0.172 0
3405.866 0.172 0
3406.116 0.172 0
3406.366 0.172 0
3406.616 0.172 0
3406.866 0.172 0
3407.116 0.172 0
3407.366 0.172 0
3407.616 0.172 0
3407.866 0.172 0
3408.116 0.172 0
3408.366 0.172 0
3408.616 0.172 0
3408.866 0.172 0
3409.116 0.172 0
3409.366 0.172 0
3409.616 0.172 0
3409.866 0.172 0
3410.116 0.172 0
3410.366 0.172 0
3410.616 0.172 0
3410.866 0.172 0
3411.116 0.172 0
3411.366 0.172 0
3411.616 0.172 0
3411.866 0.172 0
3412.116 0.172 0
3412.366 0.172 0
3412.616 0.172 0
3412.866 0.172 0
3413.116 0.172 0
3413.366 0.172 0
3413.616 0.172 0
3413.866 0.172 0
3414.116 0.172 0
3414.366 0.172 0
3414.616 0.172 0
3414.866 0.172 0
3415.116 0.172 0
3415.366 0.172 0
3415.616 0.172 0
3415.866 0.172 0
3416.116 0.172 0
3416.366 0.172 0
3416.616 0.172 0
3416.866 0.172 0
3417.116 0.172 0
3417.366 0.172 0
3417.616 0.172 0
3417.866 0.172 0
3418.116 0.172 0
3418.366 0.172 0
3418.616 0.172 0
3418.866 0.172 0
3419.116 0.172 0
3419.366 0.172 0
3419.616 0.172 0
3419.866 0.172 0
3420.116 0.172 0
3420.366 0.172 0
3420.616 0.172 0
3420.866 0.172 0
3421.116 0.172 0
3421.366 0.172 0
3421.616 0.172 0
3421.866 0.172 0
3422.116 0.172 0
3422.366 0.172 0
3422.616 0.172 0
3422.866 0.172 0
3423.116 0.172 0
3423.366 0.172 0
3423.616 0.172 0
3423.866 0.172 0
3424.116 0.172 0
3424.366 0.172 0
3424.616 0.172 0
3424.866 0.172 0
3425.116 0.172 0
3425.366 0.172 0
3425.616 0.172 0
3425.866 0.172 0
3426.116 0.172 0
3426.366 0.172 0
3426.616 0.172 0
3426.866 0.172 0
3427.116 0.172 0
3427.366 0.172 0
3427.616 0.172 0
3427.866 0.172 0
3428.116 0.172 0
3428.366 0.172 0
3428.616 0.172 0
3428.866 0.172 0
3429.116 0.172 0
3429.366 0.172 0
3429.616 0.172 0
3429.866 0.172 0
3430.116 0.172 0
3430.366 0.172 0
3430.616 0.172 0
3430.866 0.172 0
3431.116 0.172 0
3431.366 0.172 0
3431.616 0.172 0
3431.866 0.172 0
3432.116 0.172 0
3432.366 0.172 0
3432.616 0.172 0
3432.866 0.172 0
3433.116 0.172 0
3433.366 0.172 0
3433.616 0.172 0
3433.866 0.172 0
3434.116 0.172 0
3434.366 0.172 0
3434.616 0.172 0
3434.866 0.172 0
3435.116 0.172 0
3435.366 0.172 0
3435.616 0.172 0
3435.866 0.172 0
3436.116 0.172 0
3436.366 0.172 0
3436.616 0.172 0
3436.866 0.172 0
3437.116 0.172 0
3437.366 0.172 0
3437.616 0.172 0
3437.866 0.172 0
3438.116 0.172 0
3438.366 0.172 0
3438.616 0.172 0
3438.866 0.172 0
3439.116 0.172 0
3439.366 0.172 0
3439.616 0.172 0
3439.866 0.172 0
3440.116 0.172 0
3440.366 0.172 0
3440.616 0.172 0
3440.866 0.172 0
3441.116 0.172 0
3441.366 0.172 0
3441.616 0.172 0
3441.866 0.172 0
3442.116 0.172 0
3442.366 0.172 0
3442.616 0.172 0
3442.866 0.172 0
3443.116 0.172 0
3443.366 0.172 0
3443.616 0.172 0
3443.866 0.172 0
3444.116 0.172 0
3444.366 0.172 0
3444.616 0.172 0
3444.866 0.172 0
3445.116 0.172 0
3445.366 0.172 0
3445.616 0.172 0
3445.866 0.172 0
3446.116 0.172 0
3446.366 0.172 0
3446.616 0.172 0
3446.866 0.172 0
3447.116 0.172 0
3447.366 0.172 0
3447.616 0.172 0
3447.866 0.172 0
3448.116 0.172 0
3448.366 0.172 0
3448.616 0.172 0
3448.866 0.172 0
3449.116 0.172 0
3449.366 0.172 0
3449.616 0.172 0
3449.866 0.172 0
3450.116 0.172 0
3450.366 0.172 0
3450.616 0.172 0
3450.866 0.172 0
3451.116 0.172 0
3451.366 0.172 0
3451.616 0.172 0
3451.866 0.172 0
3452.116 0.172 0
3452.366 0.172 0
3452.616 0.172 0
3452.866 0.172 0
3453.116 0.172 0
3453.366 0.172 0
3453.616 0.172 0
3453.866 0.172 0
3454.116 0.172 0
3454.366 0.172 0
3454.616 0.172 0
3454.866 0.172 0
3455.116 0.172 0
3455.366 0.172 0
3455.616 0.172 0
3455.866 0.172 0
3456.116 0.172 0
3456.366 0.172 0
3456.616 0.172 0
3456.866 0.172 0
3457.116 0.172 0
3457.366 0.172 0
3457.616 0.172 0
3457.866 0.172 0
3458.116 0.172 0
3458.366 0.172 0
3458.616 0.172 0
3458.866 0.172 0
3459.116 0.172 0
3459.366 0.172 0
3459.616 0.172 0
3459.866 0.172 0
3460.116 0.172 0
3460.366 0.172 0
3460.616 0.172 0
3460.866 0.172 0
3461.116 0.172 0
3461.366 0.172 0
3461.616 0.172 0
3461.866 0.172 0
3462.116 0.172 0
3462.366 0.172 0
3462.616 0.172 0
3462.866 0.172 0
3463.116 0.172 0
3463.366 0.172 0
3463.616 0.172 0
3463.866 0.172 0
3464.116 0.172 0
3464.366 0.172 0
3464.616 0.172 0
3464.866 0.172 0
3465.116 0.172 0
3465.366 0.172 0
3465.616 0.172 0
3465.866 0.172 0
3466.116 0.172 0
3466.366 0.172 0
3466.616 0.172 0
3466.866 0.172 0
3467.116 0.172 0
3467.366 0.172 0
3467.616 0.172 0
3467.866 0.172 0
3468.116 0.172 0
3468.366 0.172 0
3468.616 0.172 0
3468.866 0.172 0
3469.116 0.172 0
3469.366 0.172 0
3469.616 0.172 0
3469.866 0.172 0
3470.116 0.172 0
3470.366 0.172 0
3470.616 0.172 0
3470.866 0.172 0
3471.116 0.172 0
3471.366 0.172 0
3471.616 0.172 0
3471.866 0.172 0
3472.116 0.172 0
3472.366 0.172 0
3472.616 0.172 0
3472.866 0.172 0
3473.116 0.172 0
3473.366 0.172 0
3473.616 0.172 0
3473.866 0.172 0
3474.116 0.172 0
3474.366 0.172 0
3474.616 0.172 0
3474.866 0.172 0
3475.116 0.172 0
3475.366 0.172 0
3475.616 0.172 0
3475.866 0.172 0
3476.116 0.172 0
3476.366 0.172 0
3476.616 0.172 0
3476.866 0.172 0
3477.116 0.172 0
3477.366 0.172 0
3477.616 0.172 0
3477.866 0.172 0
3478.116 0.172 0
3478.366 0.172 0
3478.616 0.172 0
3478.866 0.172 0
3479.116 0.172 0
3479.366 0.172 0
3479.616 0.172 0
3479.866 0.172 0
3480.116 0.172 0
3480.366 0.172 0
3480.616 0.172 0
3480.866 0.172 0
3481.116 0.172 0
3481.366 0.172 0
3481.616 0.172 0
3481.866 0.172 0
3482.116 0.172 0
3482.366 0.172 0
3482.616 0.172 0
3482.866 0.172 0
3483.116 0.172 0
3483.366 0.172 0
3483.616 0.172 0
3483.866 0.172 0
3484.116 0.172 0
3484.366 0.172 0
3484.616 0.172 0
3484.866 0.172 0
3485.116 0.172 0
3485.366 0.172 0
3485.616 0.172 0
3485.866 0.172 0
3486.116 0.172 0
3486.366 0.172 0
3486.616 0.172 0
3486.866 0.172 0
3487.116 0.172 0
3487.366 0.172 0
3487.616 0.172 0
3487.866 0.172 0
3488.116 0.172 0
3488.366 0.172 0
3488.616 0.172 0
3488.866 0.172 0
3489.116 0.172 0
3489.366 0.172 0
3489.616 0.172 0
3489.866 0.172 0
3490.116 0.172 0
3490.366 0.172 0
3490.616 0.172 0
3490.866 0.172 0
3491.116 0.172 0
3491.366 0.172 0
3491.616 0.172 0
3491.866 0.172 0
3492.116 0.172 0
3492.366 0.172 0
3492.616 0.172 0
3492.866 0.172 0
3493.116 0.172 0
3493.366 0.172 0
3493.616 0.172 0
3493.866 0.172 0
3494.116 0.172 0
3494.366 0.172 0
3494.616 0.172 0
3494.866 0.172 0
3495.116 0.172 0
3495.366 0.172 0
3495.616 0.172 0
3495.866 0.172 0
3496.116 0.172 0
3496.366 0.172 0
3496.616 0.172 0
3496.866 0.172 0
3497.116 0.172 0
3497.366 0.172 0
3497.616 0.172 0
3497.866 0.172 0
3498.116 0.172 0
3498.366 0.172 0
3498.616 0.172 0
3498.866 0.172 0
3499.116 0.172 0
3499.366 0.172 0
3499.616 0.172 0
3499.866 0.172 0
3500.116 0.172 0
3500.366 0.172 0
3500.616 0.172 0
3500.866 0.172 0
3501.116 0.172 0
3501.366 0.172 0
3501.616 0.172 0
3501.866 0.172 0
3502.116 0.172 0
3502.366 0.172 0
3502.616 0.172 0
3502.866 0.172 0
3503.116 0.172 0
3503.366 0.172 0
3503.616 0.172 0
3503.866 0.172 0
3504.116 0.172 0
3504.366 0.172 0
3504.616 0.172 0
3504.866 0.172 0
3505.116 0.172 0
3505.366 0.172 0
3505.616 0.172 0
3505.866 0.172 0
3506.116 0.172 0
3506.366 0.172 0
3506.616 0.172 0
3506.866 0.172 0
3507.116 0.172 0
3507.366 0.172 0
3507.616 0.172 0
3507.866 0.172 0
3508.116 0.172 0
3508.366 0.172 0
3508.616 0.172 0
3508.866 0.172 0
3509.116 0.172 0
3509.366 0.172 0
3509.616 0.172 0
3509.866 0.172 0
3510.116 0.172 0
3510.366 0.172 0
3510.616 0.172 0
3510.866 0.172 0
3511.116 0.172 0
3511.366 0.172 0
3511.616 0.172 0
3511.866 0.172 0
3512.116 0.172 0
3512.366 0.172 0
3512.616 0.172 0
3512.866 0.172 0
3513.116 0.172 0
3513.366 0.172 0
3513.616 0.172 0
3513.866 0.172 0
3514.116 0.172 0
3514.366 0.172 0
3514.616 0.172 0
3514.866 0.172 0
3515.116 0.172 0
3515.366 0.172 0
3515.616 0.172 0
3515.866 0.172 0
3516.116 0.172 0
3516.366 0.172 0
3516.616 0.172 0
3516.866 0.172 0
3517.116 0.172 0
3517.366 0.172 0
3517.616 0.172 0
3517.866 0.172 0
3518.116 0.172 0
3518.366 0.172 0
3518.616 0.172 0
3518.866 0.172 0
3519.116 0.172 0
3519.366 0.172 0
3519.616 0.172 0
3519.866 0.172 0
3520.116 0.172 0
3520.366 0.172 0
3520.616 0.172 0
3520.866 0.172 0
3521.116 0.172 0
3521.366 0.172 0
3521.616 0.172 0
3521.866 0.172 0
3522.116 0.172 0
3522.366 0.172 0
3522.616 0.172 0
3522.866 0.172 0
3523.116 0.172 0
3523.366 0.172 0
3523.616 0.172 0
3523.866 0.172 0
3524.116 0.172 0
3524.366 0.172 0
3524.616 0.172 0
3524.866 0.172 0
3525.116 0.172 0
3525.366 0.172 0
3525.616 0.172 0
3525.866 0.172 0
3526.116 0.172 0
3526.366 0.172 0
3526.616 0.172 0
3526.866 0.172 0
3527.116 0.172 0
3527.366 0.172 0
3527.616 0.172 0
3527.866 0.172 0
3528.116 0.172 0
3528.366 0.172 0
3528.616 0.172 0
3528.866 0.172 0
3529.116 0.172 0
3529.366 0.172 0
3529.616 0.172 0
3529.866 0.172 0
3530.116 0.172 0
3530.366 0.172 0
3530.616 0.172 0
3530.866 0.172 0
3531.116 0.172 0
3531.366 0.172 0
3531.616 0.172 0
3531.866 0.172 0
3532.116 0.172 0
3532.366 0.172 0
3532.616 0.172 0
3532.866 0.172 0
3533.116 0.172 0
3533.366 0.172 0
3533.616 0.172 0
3533.866 0.172 0
3534.116 0.172 0
3534.366 0.172 0
3534.616 0.172 0
3534.866 0.172 0
3535.116 0.172 0
3535.366 0.172 0
3535.616 0.172 0
3535.866 0.172 0
3536.116 0.172 0
3536.366 0.172 0
3536.616 0.172 0
3536.866 0.172 0
3537.116 0.172 0
3537.366 0.172 0
3537.616 0.172 0
3537.866 0.172 0
3538.116 0.172 0
3538.366 0.172 0
3538.616 0.172 0
3538.866 0.172 0
3539.116 0.172 0
3539.366 0.172 0
3539.616 0.172 0
3539.866 0.172 0
3540.116 0.172 0
3540.366 0.172 0
3540.616 0.172 0
3540.866 0.172 0
3541.116 0.172 0
3541.366 0.172 0
3541.616 0.172 0
3541.866 0.172 0
3542.116 0.172 0
3542.366 0.172 0
3542.616 0.172 0
3542.866 0.172 0
3543.116 0.172 0
3543.366 0.172 0
3543.616 0.172 0
3543.866 0.172 0
3544.116 0.172 0
3544.366 0.172 0
3544.616 0.172 0
3544.866 0.172 0
3545.116 0.172 0
3545.366 0.172 0
3545.616 0.172 0
3545.866 0.172 0
3546.116 0.172 0
3546.366 0.172 0
3546.616 0.172 0
3546.866 0.172 0
3547.116 0.172 0
3547.366 0.172 0
3547.616 0.172 0
3547.866 0.172 0
3548.116 0.172 0
3548.366 0.172 0
3548.616 0.172 0
3548.866 0.172 0
3549.116 0.172 0
3549.366 0.172 0
3549.616 0.172 0
3549.866 0.172 0
3550.116 0.172 0
3550.366 0.172 0
3550.616 0.172 0
3550.866 0.172 0
3551.116 0.172 0
3551.366 0.172 0
3551.616 0.172 0
3551.866 0.172 0
3552.116 0.172 0
3552.366 0.172 0
3552.616 0.172 0
3552.866 0.172 0
3553.116 0.172 0
3553.366 0.172 0
3553.616 0.172 0
3553.866 0.172 0
3554.116 0.172 0
3554.366 0.172 0
3554.616 0.172 0
3554.866 0.172 0
3555.116 0.172 0
3555.366 0.172 0
3555.616 0.172 0
3555.866 0.172 0
3556.116 0.172 0
3556.366 0.172 0
3556.616 0.172 0
3556.866 0.172 0
3557.116 0.172 0
3557.366 0.172 0
3557.616 0.172 0
3557.866 0.172 0
3558.116 0.172 0
3558.366 0.172 0
3558.616 0.172 0
3558.866 0.172 0
3559.116 0.172 0
3559.366 0.172 0
3559.616 0.172 0
3559.866 0.172 0
3560.116 0.172 0
3560.366 0.172 0
3560.616 0.172 0
3560.866 0.172 0
3561.116 0.172 0
3561.366 0.172 0
3561.616 0.172 0
3561.866 0.172 0
3562.116 0.172 0
3562.366 0.172 0
3562.616 0.172 0
3562.866 0.172 0
3563.116 0.172 0
3563.366 0.172 0
3563.616 0.172 0
3563.866 0.172 0
3564.116 0.172 0
3564.366 0.172 0
3564.616 0.172 0
3564.866 0.172 0
3565.116 0.172 0
3565.366 0.172 0
3565.616 0.172 0
3565.866 0.172 0
3566.116 0.172 0
3566.366 0.172 0
3566.616 0.172 0
3566.866 0.172 0
3567.116 0.172 0
3567.366 0.172 0
3567.616 0.172 0
3567.866 0.172 0
3568.116 0.172 0
3568.366 0.172 0
3568.616 0.172 0
3568.866 0.172 0
3569.116 0.172 0
3569.366 0.172 0
3569.616 0.172 0
3569.866 0.172 0
3570.116 0.172 0
3570.366 0.172 0
3570.616 0.172 0
3570.866 0.172 0
3571.116 0.172 0
3571.366 0.172 0
3571.616 0.172 0
3571.866 0.172 0
3572.116 0.172 0
3572.366 0.172 0
3572.616 0.172 0
3572.866 0.172 0
3573.116 0.172 0
3573.366 0.172 0
3573.616 0.172 0
3573.866 0.172 0
3574.116 0.172 0
3574.366 0.172 0
3574.616 0.172 0
3574.866 0.172 0
3575.116 0.172 0
3575.366 0.172 0
3575.616 0.172 0
3575.866 0.172 0
3576.116 0.172 0
3576.366 0.172 0
3576.616 0.172 0
3576.866 0.172 0
3577.116 0.172 0
3577.366 0.172 0
3577.616 0.172 0
3577.866 0.172 0
3578.116 0.172 0
3578.366 0.172 0
3578.616 0.172 0
3578.866 0.172 0
3579.116 0.172 0
3579.366 0.172 0
3579.616 0.172 0
3579.866 0.172 0
3580.116 0.172 0
3580.366 0.172 0
3580.616 0.172 0
3580.866 0.172 0
3581.116 0.172 0
3581.366 0.172 0
3581.616 0.172 0
3581.866 0.172 0
3582.116 0.172 0
3582.366 0.172 0
3582.616 0.172 0
3582.866 0.172 0
3583.116 0.172 0
3583.366 0.172 0
3583.616 0.172 0
3583.866 0.172 0
3584.116 0.172 0
3584.366 0.172 0
3584.616 0.172 0
3584.866 0.172 0
3585.116 0.172 0
3585.366 0.172 0
3585.616 0.172 0
3585.866 0.172 0
3586.116 0.172 0
3586.366 0.172 0
3586.616 0.172 0
3586.866 0.172 0
3587.116 0.172 0
3587.366 0.172 0
3587.616 0.172 0
3587.866 0.172 0
3588.116 0.172 0
3588.366 0.172 0
3588.616 0.172 0
3588.866 0.172 0
3589.116 0.172 0
3589.366 0.172 0
3589.616 0.172 0
3589.866 0.172 0
3590.116 0.172 0
3590.366 0.172 0
3590.616 0.172 0
3590.866 0.172 0
3591.116 0.172 0
3591.366 0.172 0
3591.616 0.172 0
3591.866 0.172 0
3592.116 0.172 0
3592.366 0.172 0
3592.616 0.172 0
3592.866 0.172 0
3593.116 0.172 0
3593.366 0.172 0
3593.616 0.172 0
3593.866 0.172 0
3594.116 0.172 0
3594.366 0.172 0
3594.616 0.172 0
3594.866 0.172 0
3595.116 0.172 0
3595.366 0.172 0
3595.616 0.172 0
3595.866 0.172 0
3596.116 0.172 0
3596.366 0.172 0
3596.616 0.172 0
3596.866 0.172 0
3597.116 0.172 0
3597.366 0.172 0
3597.616 0.172 0
3597.866 0.172 0
3598.116 0.172 0
3598.366 0.172 0
3598.616 0.172 0
3598.866 0.172 0
3599.116 0.172 0
3599.366 0.172 0
3599.616 0.172 0
3599.866 0.172 0
3600.116 0.172 0
3600.366 0.172 0
3600.616 0.172 0
3600.866 0.172 0
3601.116 0.172 0
3601.366 0.172 0
3601.616 0.172 0
3601.866 0.172 0
3602.116 0.172 0
3602.366 0.172 0
3602.616 0.172 0
3602.866 0.172 0
3603.116 0.172 0
3603.366 0.172 0
3603.616 0.172 0
3603.866 0.172 0
3604.116 0.172 0
3604.366 0.172 0
3604.616 0.172 0
3604.866 0.172 0
3605.116 0.172 0
3605.366 0.172 0
3605.616 0.172 0
3605.866 0.172 0
3606.116 0.172 0
3606.366 0.172 0
3606.616 0.172 0
3606.866 0.172 0
3607.116 0.172 0
3607.366 0.172 0
3607.616 0.172 0
3607.866 0.172 0
3608.116 0.172 0
3608.366 0.172 0
3608.616 0.172 0
3608.866 0.172 0
3609.116 0.172 0
3609.366 0.172 0
3609.616 0.172 0
3609.866 0.172 0
3610.116 0.172 0
3610.366 0.172 0
3610.616 0.172 0
3610.866 0.172 0
3611.116 0.172 0
3611.366 0.172 0
3611.616 0.172 0
3611.866 0.172 0
3612.116 0.172 0
3612.366 0.172 0
3612.616 0.172 0
3612.866 0.172 0
3613.116 0.172 0
3613.366 0.172 0
3613.616 0.172 0
3613.866 0.172 0
3614.116 0.172 0
3614.366 0.172 0
3614.616 0.172 0
3614.866 0.172 0
3615.116 0.172 0
3615.366 0.172 0
3615.616 0.172 0
3615.866 0.172 0
3616.116 0.172 0
3616.366 0.172 0
3616.616 0.172 0
3616.866 0.172 0
3617.116 0.172 0
3617.366 0.172 0
3617.616 0.172 0
3617.866 0.172 0
3618.116 0.172 0
3618.366 0.172 0
3618.616 0.172 0
3618.866 0.172 0
3619.116 0.172 0
3619.366 0.172 0
3619.616 0.172 0
3619.866 0.172 0
3620.116 0.172 0
3620.366 0.172 0
3620.616 0.172 0
3620.866 0.172 0
3621.116 0.172 0
3621.366 0.172 0
3621.616 0.172 0
3621.866 0.172 0
3622.116 0.172 0
3622.366 0.172 0
3622.616 0.172 0
3622.866 0.172 0
3623.116 0.172 0
3623.366 0.172 0
3623.616 0.172 0
3623.866 0.172 0
3624.116 0.172 0
3624.366 0.172 0
3624.616 0.172 0
3624.866 0.172 0
3625.116 0.172 0
3625.366 0.172 0
3625.616 0.172 0
3625.866 0.172 0
3626.116 0.172 0
3626.366 0.172 0
3626.616 0.172 0
3626.866 0.172 0
3627.116 0.172 0
3627.366 0.172 0
3627.616 0.172 0
3627.866 0.172 0
3628.116 0.172 0
3628.366 0.172 0
3628.616 0.172 0
3628.866 0.172 0
3629.116 0.172 0
3629.366 0.172 0
3629.616 0.172 0
3629.866 0.172 0
3630.116 0.172 0
3630.366 0.172 0
3630.616 0.172 0
3630.866 0.172 0
3631.116 0.172 0
3631.366 0.172 0
3631.616 0.172 0
3631.866 0.172 0
3632.116 0.172 0
3632.366 0.172 0
3632.616 0.172 0
3632.866 0.172 0
3633.116 0.172 0
3633.366 0.172 0
3633.616 0.172 0
3633.866 0.172 0
3634.116 0.172 0
3634.366 0.172 0
3634.616 0.172 0
3634.866 0.172 0
3635.116 0.172 0
3635.366 0.172 0
3635.616 0.172 0
3635.866 0.172 0
3636.116 0.172 0
3636.366 0.172 0
3636.616 0.172 0
3636.866 0.172 0
3637.116 0.172 0
3637.366 0.172 0
3637.616 0.172 0
3637.866 0.172 0
3638.116 0.172 0
3638.366 0.172 0
3638.616 0.172 0
3638.866 0.172 0
3639.116 0.172 0
3639.366 0.172 0
3639.616 0.172 0
3639.866 0.172 0
3640.116 0.172 0
3640.366 0.172 0
3640.616 0.172 0
3640.866 0.172 0
3641.116 0.172 0
3641.366 0.172 0
3641.616 0.172 0
3641.866 0.172 0
3642.116 0.172 0
3642.366 0.172 0
3642.616 0.172 0
3642.866 0.172 0
3643.116 0.172 0
3643.366 0.172 0
3643.616 0.172 0
3643.866 0.172 0
3644.116 0.172 0
3644.366 0.172 0
3644.616 0.172 0
3644.866 0.172 0
3645.116 0.172 0
3645.366 0.172 0
3645.616 0.172 0
3645.866 0.172 0
3646.116 0.172 0
3646.366 0.172 0
3646.616 0.172 0
3646.866 0.172 0
3647.116 0.172 0
3647.366 0.172 0
3647.616 0.172 0
3647.866 0.172 0
3648.116 0.172 0
3648.366 0.172 0
3648.616 0.172 0
3648.866 0.172 0
3649.116 0.172 0
3649.366 0.172 0
3649.616 0.172 0
3649.866 0.172 0
3650.116 0.172 0
3650.366 0.172 0
3650.616 0.172 0
3650.866 0.172 0
3651.116 0.172 0
3651.366 0.172 0
3651.616 0.172 0
3651.866 0.172 0
3652.116 0.172 0
3652.366 0.172 0
3652.616 0.172 0
3652.866 0.172 0
3653.116 0.172 0
3653.366 0.172 0
3653.616 0.172 0
3653.866 0.172 0
3654.116 0.172 0
3654.366 0.172 0
3654.616 0.172 0
3654.866 0.172 0
3655.116 0.172 0
3655.366 0.172 0
3655.616 0.172 0
3655.866 0.172 0
3656.116 0.172 0
3656.366 0.172 0
3656.616 0.172 0
3656.866 0.172 0
3657.116 0.172 0
3657.366 0.172 0
3657.616 0.172 0
3657.866 0.172 0
3658.116 0.172 0
3658.366 0.172 0
3658.616 0.172 0
3658.866 0.172 0
3659.116 0.172 0
3659.366 0.172 0
3659.616 0.172 0
3659.866 0.172 0
3660.116 0.172 0
3660.366 0.172 0
3660.616 0.172 0
3660.866 0.172 0
3661.116 0.172 0
3661.366 0.172 0
3661.616 0.172 0
3661.866 0.172 0
3662.116 0.172 0
3662.366 0.172 0
3662.616 0.172 0
3662.866 0.172 0
3663.116 0.172 0
3663.366 0.172 0
3663.616 0.172 0
3663.866 0.172 0
3664.116 0.172 0
3664.366 0.172 0
3664.616 0.172 0
3664.866 0.172 0
3665.116 0.172 0
3665.366 0.172 0
3665.616 0.172 0
3665.866 0.172 0
3666.116 0.172 0
3666.366 0.172 0
3666.616 0.172 0
3666.866 0.172 0
3667.116 0.172 0
3667.366 0.172 0
3667.616 0.172 0
3667.866 0.172 0
3668.116 0.172 0
3668.366 0.172 0
3668.616 0.172 0
3668.866 0.172 0
3669.116 0.172 0
3669.366 0.172 0
3669.616 0.172 0
3669.866 0.172 0
3670.116 0.172 0
3670.366 0.172 0
3670.616 0.172 0
3670.866 0.172 0
3671.116 0.172 0
3671.366 0.172 0
3671.616 0.172 0
3671.866 0.172 0
3672.116 0.172 0
3672.366 0.172 0
3672.616 0.172 0
3672.866 0.172 0
3673.116 0.172 0
3673.366 0.172 0
3673.616 0.172 0
3673.866 0.172 0
3674.116 0.172 0
3674.366 0.172 0
3674.616 0.172 0
3674.866 0.172 0
3675.116 0.172 0
3675.366 0.172 0
3675.616 0.172 0
3675.866 0.172 0
3676.116 0.172 0
3676.366 0.172 0
3676.616 0.172 0
3676.866 0.172 0
3677.116 0.172 0
3677.366 0.172 0
3677.616 0.172 0
3677.866 0.172 0
3678.116 0.172 0
3678.366 0.172 0
3678.616 0.172 0
3678.866 0.172 0
3679.116 0.172 0
3679.366 0.172 0
3679.616 0.172 0
3679.866 0.172 0
3680.116 0.172 0
3680.366 0.172 0
3680.616 0.172 0
3680.866 0.172 0
3681.116 0.172 0
3681.366 0.172 0
3681.616 0.172 0
3681.866 0.172 0
3682.116 0.172 0
3682.366 0.172 0
3682.616 0.172 0
3682.866 0.172 0
3683.116 0.172 0
3683.366 0.172 0
3683.616 0.172 0
3683.866 0.172 0
3684.116 0.172 0
3684.366 0.172 0
3684.616 0.172 0
3684.866 0.172 0
3685.116 0.172 0
3685.366 0.172 0
3685.616 0.172 0
3685.866 0.172 0
3686.116 0.172 0
3686.366 0.172 0
3686.616 0.172 0
3686.866 0.172 0
3687.116 0.172 0
3687.366 0.172 0
3687.616 0.172 0
3687.866 0.172 0
3688.116 0.172 0
3688.366 0.172 0
3688.616 0.172 0
3688.866 0.172 0
3689.116 0.172 0
3689.366 0.172 0
3689.616 0.172 0
3689.866 0.172 0
