* Measurement data measured by REW V5.19
* Source: D:\Downloads\Toole.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 1, 2020 8:33:03 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\Toole.csv Format: Comma/Tab/Space delimited data 248 values loaded, 21 Hz to 19,356 Hz
* Measurement: Toole.csv
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
11696.366 -0.367 0
11696.616 -0.367 0
11696.866 -0.367 0
11697.116 -0.367 0
11697.366 -0.367 0
11697.616 -0.367 0
11697.866 -0.367 0
11698.116 -0.367 0
11698.366 -0.367 0
11698.616 -0.367 0
11698.866 -0.367 0
11699.116 -0.367 0
11699.366 -0.367 0
11699.616 -0.367 0
11699.866 -0.367 0
11700.116 -0.367 0
11700.366 -0.367 0
11700.616 -0.367 0
11700.866 -0.367 0
11701.116 -0.367 0
11701.366 -0.367 0
11701.616 -0.367 0
11701.866 -0.367 0
11702.116 -0.367 0
11702.366 -0.367 0
11702.616 -0.367 0
11702.866 -0.367 0
11703.116 -0.367 0
11703.366 -0.367 0
11703.616 -0.367 0
11703.866 -0.367 0
11704.116 -0.367 0
11704.366 -0.367 0
11704.616 -0.367 0
11704.866 -0.367 0
11705.116 -0.367 0
11705.366 -0.367 0
11705.616 -0.367 0
11705.866 -0.367 0
11706.116 -0.367 0
11706.366 -0.367 0
11706.616 -0.367 0
11706.866 -0.367 0
11707.116 -0.367 0
11707.366 -0.367 0
11707.616 -0.367 0
11707.866 -0.367 0
11708.116 -0.367 0
11708.366 -0.367 0
11708.616 -0.367 0
11708.866 -0.367 0
11709.116 -0.367 0
11709.366 -0.367 0
11709.616 -0.367 0
11709.866 -0.367 0
11710.116 -0.367 0
11710.366 -0.367 0
11710.616 -0.367 0
11710.866 -0.367 0
11711.116 -0.367 0
11711.366 -0.367 0
11711.616 -0.367 0
11711.866 -0.367 0
11712.116 -0.367 0
11712.366 -0.367 0
11712.616 -0.367 0
11712.866 -0.367 0
11713.116 -0.367 0
11713.366 -0.367 0
11713.616 -0.367 0
11713.866 -0.367 0
11714.116 -0.367 0
11714.366 -0.367 0
11714.616 -0.367 0
11714.866 -0.367 0
11715.116 -0.367 0
11715.366 -0.367 0
11715.616 -0.367 0
11715.866 -0.367 0
11716.116 -0.367 0
11716.366 -0.367 0
11716.616 -0.367 0
11716.866 -0.367 0
11717.116 -0.367 0
11717.366 -0.367 0
11717.616 -0.367 0
11717.866 -0.367 0
11718.116 -0.367 0
11718.366 -0.367 0
11718.616 -0.367 0
11718.866 -0.367 0
11719.116 -0.367 0
11719.366 -0.367 0
11719.616 -0.367 0
11719.866 -0.367 0
11720.116 -0.367 0
11720.366 -0.367 0
11720.616 -0.367 0
11720.866 -0.367 0
11721.116 -0.367 0
11721.366 -0.367 0
11721.616 -0.367 0
11721.866 -0.367 0
11722.116 -0.367 0
11722.366 -0.367 0
11722.616 -0.367 0
11722.866 -0.367 0
11723.116 -0.367 0
11723.366 -0.367 0
11723.616 -0.367 0
11723.866 -0.367 0
11724.116 -0.367 0
11724.366 -0.367 0
11724.616 -0.367 0
11724.866 -0.367 0
11725.116 -0.367 0
11725.366 -0.367 0
11725.616 -0.367 0
11725.866 -0.367 0
11726.116 -0.367 0
11726.366 -0.367 0
11726.616 -0.367 0
11726.866 -0.367 0
11727.116 -0.367 0
11727.366 -0.367 0
11727.616 -0.367 0
11727.866 -0.367 0
11728.116 -0.367 0
11728.366 -0.367 0
11728.616 -0.367 0
11728.866 -0.367 0
11729.116 -0.367 0
11729.366 -0.367 0
11729.616 -0.367 0
11729.866 -0.367 0
11730.116 -0.367 0
11730.366 -0.367 0
11730.616 -0.367 0
11730.866 -0.367 0
11731.116 -0.367 0
11731.366 -0.367 0
11731.616 -0.367 0
11731.866 -0.367 0
11732.116 -0.367 0
11732.366 -0.367 0
11732.616 -0.367 0
11732.866 -0.367 0
11733.116 -0.367 0
11733.366 -0.367 0
11733.616 -0.367 0
11733.866 -0.367 0
11734.116 -0.367 0
11734.366 -0.367 0
11734.616 -0.367 0
11734.866 -0.367 0
11735.116 -0.367 0
11735.366 -0.367 0
11735.616 -0.367 0
11735.866 -0.367 0
11736.116 -0.367 0
11736.366 -0.367 0
11736.616 -0.367 0
11736.866 -0.367 0
11737.116 -0.367 0
11737.366 -0.367 0
11737.616 -0.367 0
11737.866 -0.367 0
11738.116 -0.367 0
11738.366 -0.367 0
11738.616 -0.367 0
11738.866 -0.367 0
11739.116 -0.367 0
11739.366 -0.367 0
11739.616 -0.367 0
11739.866 -0.367 0
11740.116 -0.367 0
11740.366 -0.367 0
11740.616 -0.367 0
11740.866 -0.367 0
11741.116 -0.367 0
11741.366 -0.367 0
11741.616 -0.367 0
11741.866 -0.367 0
11742.116 -0.367 0
11742.366 -0.367 0
11742.616 -0.367 0
11742.866 -0.367 0
11743.116 -0.367 0
11743.366 -0.367 0
11743.616 -0.367 0
11743.866 -0.367 0
11744.116 -0.367 0
11744.366 -0.367 0
11744.616 -0.367 0
11744.866 -0.367 0
11745.116 -0.367 0
11745.366 -0.367 0
11745.616 -0.367 0
11745.866 -0.367 0
11746.116 -0.367 0
11746.366 -0.367 0
11746.616 -0.367 0
11746.866 -0.367 0
11747.116 -0.367 0
11747.366 -0.367 0
11747.616 -0.367 0
11747.866 -0.367 0
11748.116 -0.367 0
11748.366 -0.367 0
11748.616 -0.367 0
11748.866 -0.367 0
11749.116 -0.367 0
11749.366 -0.367 0
11749.616 -0.367 0
11749.866 -0.367 0
11750.116 -0.367 0
11750.366 -0.367 0
11750.616 -0.367 0
11750.866 -0.367 0
11751.116 -0.367 0
11751.366 -0.367 0
11751.616 -0.367 0
11751.866 -0.367 0
11752.116 -0.367 0
11752.366 -0.367 0
11752.616 -0.367 0
11752.866 -0.367 0
11753.116 -0.367 0
11753.366 -0.367 0
11753.616 -0.367 0
11753.866 -0.367 0
11754.116 -0.367 0
11754.366 -0.367 0
11754.616 -0.367 0
11754.866 -0.367 0
11755.116 -0.367 0
11755.366 -0.367 0
11755.616 -0.367 0
11755.866 -0.367 0
11756.116 -0.367 0
11756.366 -0.367 0
11756.616 -0.367 0
11756.866 -0.367 0
11757.116 -0.367 0
11757.366 -0.367 0
11757.616 -0.367 0
11757.866 -0.367 0
11758.116 -0.367 0
11758.366 -0.367 0
11758.616 -0.367 0
11758.866 -0.367 0
11759.116 -0.367 0
11759.366 -0.367 0
11759.616 -0.367 0
11759.866 -0.367 0
11760.116 -0.367 0
11760.366 -0.367 0
11760.616 -0.367 0
11760.866 -0.367 0
11761.116 -0.367 0
11761.366 -0.367 0
11761.616 -0.367 0
11761.866 -0.367 0
11762.116 -0.367 0
11762.366 -0.367 0
11762.616 -0.367 0
11762.866 -0.367 0
11763.116 -0.367 0
11763.366 -0.367 0
11763.616 -0.367 0
11763.866 -0.367 0
11764.116 -0.367 0
11764.366 -0.367 0
11764.616 -0.367 0
11764.866 -0.367 0
11765.116 -0.367 0
11765.366 -0.367 0
11765.616 -0.367 0
11765.866 -0.367 0
11766.116 -0.367 0
11766.366 -0.367 0
11766.616 -0.367 0
11766.866 -0.367 0
11767.116 -0.367 0
11767.366 -0.367 0
11767.616 -0.367 0
11767.866 -0.367 0
11768.116 -0.367 0
11768.366 -0.367 0
11768.616 -0.367 0
11768.866 -0.367 0
11769.116 -0.367 0
11769.366 -0.367 0
11769.616 -0.367 0
11769.866 -0.367 0
11770.116 -0.367 0
11770.366 -0.367 0
11770.616 -0.367 0
11770.866 -0.367 0
11771.116 -0.367 0
11771.366 -0.367 0
11771.616 -0.367 0
11771.866 -0.367 0
11772.116 -0.367 0
11772.366 -0.367 0
11772.616 -0.367 0
11772.866 -0.367 0
11773.116 -0.367 0
11773.366 -0.367 0
11773.616 -0.367 0
11773.866 -0.367 0
11774.116 -0.367 0
11774.366 -0.367 0
11774.616 -0.367 0
11774.866 -0.367 0
11775.116 -0.367 0
11775.366 -0.367 0
11775.616 -0.367 0
11775.866 -0.367 0
11776.116 -0.367 0
11776.366 -0.367 0
11776.616 -0.367 0
11776.866 -0.367 0
11777.116 -0.367 0
11777.366 -0.367 0
11777.616 -0.367 0
11777.866 -0.367 0
11778.116 -0.367 0
11778.366 -0.367 0
11778.616 -0.367 0
11778.866 -0.367 0
11779.116 -0.367 0
11779.366 -0.367 0
11779.616 -0.367 0
11779.866 -0.367 0
11780.116 -0.367 0
11780.366 -0.367 0
11780.616 -0.367 0
11780.866 -0.367 0
11781.116 -0.367 0
11781.366 -0.367 0
11781.616 -0.367 0
11781.866 -0.367 0
11782.116 -0.367 0
11782.366 -0.367 0
11782.616 -0.367 0
11782.866 -0.367 0
11783.116 -0.367 0
11783.366 -0.367 0
11783.616 -0.367 0
11783.866 -0.367 0
11784.116 -0.367 0
11784.366 -0.367 0
11784.616 -0.367 0
11784.866 -0.367 0
11785.116 -0.367 0
11785.366 -0.367 0
11785.616 -0.367 0
11785.866 -0.367 0
11786.116 -0.367 0
11786.366 -0.367 0
11786.616 -0.367 0
11786.866 -0.367 0
11787.116 -0.367 0
11787.366 -0.367 0
11787.616 -0.367 0
11787.866 -0.367 0
11788.116 -0.367 0
11788.366 -0.367 0
11788.616 -0.367 0
11788.866 -0.367 0
11789.116 -0.367 0
11789.366 -0.367 0
11789.616 -0.367 0
11789.866 -0.367 0
11790.116 -0.367 0
11790.366 -0.367 0
11790.616 -0.367 0
11790.866 -0.367 0
11791.116 -0.367 0
11791.366 -0.367 0
11791.616 -0.367 0
11791.866 -0.367 0
11792.116 -0.367 0
11792.366 -0.367 0
11792.616 -0.367 0
11792.866 -0.367 0
11793.116 -0.367 0
11793.366 -0.367 0
11793.616 -0.367 0
11793.866 -0.367 0
11794.116 -0.367 0
11794.366 -0.367 0
11794.616 -0.367 0
11794.866 -0.367 0
11795.116 -0.367 0
11795.366 -0.367 0
11795.616 -0.367 0
11795.866 -0.367 0
11796.116 -0.367 0
11796.366 -0.367 0
11796.616 -0.367 0
11796.866 -0.367 0
11797.116 -0.367 0
11797.366 -0.367 0
11797.616 -0.367 0
11797.866 -0.367 0
11798.116 -0.367 0
11798.366 -0.367 0
11798.616 -0.367 0
11798.866 -0.367 0
11799.116 -0.367 0
11799.366 -0.367 0
11799.616 -0.367 0
11799.866 -0.367 0
11800.116 -0.367 0
11800.366 -0.367 0
11800.616 -0.367 0
11800.866 -0.367 0
11801.116 -0.367 0
11801.366 -0.367 0
11801.616 -0.367 0
11801.866 -0.367 0
11802.116 -0.367 0
11802.366 -0.367 0
11802.616 -0.367 0
11802.866 -0.367 0
11803.116 -0.367 0
11803.366 -0.367 0
11803.616 -0.367 0
11803.866 -0.367 0
11804.116 -0.367 0
11804.366 -0.367 0
11804.616 -0.367 0
11804.866 -0.367 0
11805.116 -0.367 0
11805.366 -0.367 0
11805.616 -0.367 0
11805.866 -0.367 0
11806.116 -0.367 0
11806.366 -0.367 0
11806.616 -0.367 0
11806.866 -0.367 0
11807.116 -0.367 0
11807.366 -0.367 0
11807.616 -0.367 0
11807.866 -0.367 0
11808.116 -0.367 0
11808.366 -0.367 0
11808.616 -0.367 0
11808.866 -0.367 0
11809.116 -0.367 0
11809.366 -0.367 0
11809.616 -0.367 0
11809.866 -0.367 0
11810.116 -0.367 0
11810.366 -0.367 0
11810.616 -0.367 0
11810.866 -0.367 0
11811.116 -0.367 0
11811.366 -0.367 0
11811.616 -0.367 0
11811.866 -0.367 0
11812.116 -0.367 0
11812.366 -0.367 0
11812.616 -0.367 0
11812.866 -0.367 0
11813.116 -0.367 0
11813.366 -0.367 0
11813.616 -0.367 0
11813.866 -0.367 0
11814.116 -0.367 0
11814.366 -0.367 0
11814.616 -0.367 0
11814.866 -0.367 0
11815.116 -0.367 0
11815.366 -0.367 0
11815.616 -0.367 0
11815.866 -0.367 0
11816.116 -0.367 0
11816.366 -0.367 0
11816.616 -0.367 0
11816.866 -0.367 0
11817.116 -0.367 0
11817.366 -0.367 0
11817.616 -0.367 0
11817.866 -0.367 0
11818.116 -0.367 0
11818.366 -0.367 0
11818.616 -0.367 0
11818.866 -0.367 0
11819.116 -0.367 0
11819.366 -0.367 0
11819.616 -0.367 0
11819.866 -0.367 0
11820.116 -0.367 0
11820.366 -0.367 0
11820.616 -0.367 0
11820.866 -0.367 0
11821.116 -0.367 0
11821.366 -0.367 0
11821.616 -0.367 0
11821.866 -0.367 0
11822.116 -0.367 0
11822.366 -0.367 0
11822.616 -0.367 0
11822.866 -0.367 0
11823.116 -0.367 0
11823.366 -0.367 0
11823.616 -0.367 0
11823.866 -0.367 0
11824.116 -0.367 0
11824.366 -0.367 0
11824.616 -0.367 0
11824.866 -0.367 0
11825.116 -0.367 0
11825.366 -0.367 0
11825.616 -0.367 0
11825.866 -0.367 0
11826.116 -0.367 0
11826.366 -0.367 0
11826.616 -0.367 0
11826.866 -0.367 0
11827.116 -0.367 0
11827.366 -0.367 0
11827.616 -0.367 0
11827.866 -0.367 0
11828.116 -0.367 0
11828.366 -0.367 0
11828.616 -0.367 0
11828.866 -0.367 0
11829.116 -0.367 0
11829.366 -0.367 0
11829.616 -0.367 0
11829.866 -0.367 0
11830.116 -0.367 0
11830.366 -0.367 0
11830.616 -0.367 0
11830.866 -0.367 0
11831.116 -0.367 0
11831.366 -0.367 0
11831.616 -0.367 0
11831.866 -0.367 0
11832.116 -0.367 0
11832.366 -0.367 0
11832.616 -0.367 0
11832.866 -0.367 0
11833.116 -0.367 0
11833.366 -0.367 0
11833.616 -0.367 0
11833.866 -0.367 0
11834.116 -0.367 0
11834.366 -0.367 0
11834.616 -0.367 0
11834.866 -0.367 0
11835.116 -0.367 0
11835.366 -0.367 0
11835.616 -0.367 0
11835.866 -0.367 0
11836.116 -0.367 0
11836.366 -0.367 0
11836.616 -0.367 0
11836.866 -0.367 0
11837.116 -0.367 0
11837.366 -0.367 0
11837.616 -0.367 0
11837.866 -0.367 0
11838.116 -0.367 0
11838.366 -0.367 0
11838.616 -0.367 0
11838.866 -0.367 0
11839.116 -0.367 0
11839.366 -0.367 0
11839.616 -0.367 0
11839.866 -0.367 0
11840.116 -0.367 0
11840.366 -0.367 0
11840.616 -0.367 0
11840.866 -0.367 0
11841.116 -0.367 0
11841.366 -0.367 0
11841.616 -0.367 0
11841.866 -0.367 0
11842.116 -0.367 0
11842.366 -0.367 0
11842.616 -0.367 0
11842.866 -0.367 0
11843.116 -0.367 0
11843.366 -0.367 0
11843.616 -0.367 0
11843.866 -0.367 0
11844.116 -0.367 0
11844.366 -0.367 0
11844.616 -0.367 0
11844.866 -0.367 0
11845.116 -0.367 0
11845.366 -0.367 0
11845.616 -0.367 0
11845.866 -0.367 0
11846.116 -0.367 0
11846.366 -0.367 0
11846.616 -0.367 0
11846.866 -0.367 0
11847.116 -0.367 0
11847.366 -0.367 0
11847.616 -0.367 0
11847.866 -0.367 0
11848.116 -0.367 0
11848.366 -0.367 0
11848.616 -0.367 0
11848.866 -0.367 0
11849.116 -0.367 0
11849.366 -0.367 0
11849.616 -0.367 0
11849.866 -0.367 0
11850.116 -0.367 0
11850.366 -0.367 0
11850.616 -0.367 0
11850.866 -0.367 0
11851.116 -0.367 0
11851.366 -0.367 0
11851.616 -0.367 0
11851.866 -0.367 0
11852.116 -0.367 0
11852.366 -0.367 0
11852.616 -0.367 0
11852.866 -0.367 0
11853.116 -0.367 0
11853.366 -0.367 0
11853.616 -0.367 0
11853.866 -0.367 0
11854.116 -0.367 0
11854.366 -0.367 0
11854.616 -0.367 0
11854.866 -0.367 0
11855.116 -0.367 0
11855.366 -0.367 0
11855.616 -0.367 0
11855.866 -0.367 0
11856.116 -0.367 0
11856.366 -0.367 0
11856.616 -0.367 0
11856.866 -0.367 0
11857.116 -0.367 0
11857.366 -0.367 0
11857.616 -0.367 0
11857.866 -0.367 0
11858.116 -0.367 0
11858.366 -0.367 0
11858.616 -0.367 0
11858.866 -0.367 0
11859.116 -0.367 0
11859.366 -0.367 0
11859.616 -0.367 0
11859.866 -0.367 0
11860.116 -0.367 0
11860.366 -0.367 0
11860.616 -0.367 0
11860.866 -0.367 0
11861.116 -0.367 0
11861.366 -0.367 0
11861.616 -0.367 0
11861.866 -0.367 0
11862.116 -0.367 0
11862.366 -0.367 0
11862.616 -0.367 0
11862.866 -0.367 0
11863.116 -0.367 0
11863.366 -0.367 0
11863.616 -0.367 0
11863.866 -0.367 0
11864.116 -0.367 0
11864.366 -0.367 0
11864.616 -0.367 0
11864.866 -0.367 0
11865.116 -0.367 0
11865.366 -0.367 0
11865.616 -0.367 0
11865.866 -0.367 0
11866.116 -0.367 0
11866.366 -0.367 0
11866.616 -0.367 0
11866.866 -0.367 0
11867.116 -0.367 0
11867.366 -0.367 0
11867.616 -0.367 0
11867.866 -0.367 0
11868.116 -0.367 0
11868.366 -0.367 0
11868.616 -0.367 0
11868.866 -0.367 0
11869.116 -0.367 0
11869.366 -0.367 0
11869.616 -0.367 0
11869.866 -0.367 0
11870.116 -0.367 0
11870.366 -0.367 0
11870.616 -0.367 0
11870.866 -0.367 0
11871.116 -0.367 0
11871.366 -0.367 0
11871.616 -0.367 0
11871.866 -0.367 0
11872.116 -0.367 0
11872.366 -0.367 0
11872.616 -0.367 0
11872.866 -0.367 0
11873.116 -0.367 0
11873.366 -0.367 0
11873.616 -0.367 0
11873.866 -0.367 0
11874.116 -0.367 0
11874.366 -0.367 0
11874.616 -0.367 0
11874.866 -0.367 0
11875.116 -0.367 0
11875.366 -0.367 0
11875.616 -0.367 0
11875.866 -0.367 0
11876.116 -0.367 0
11876.366 -0.367 0
11876.616 -0.367 0
11876.866 -0.367 0
11877.116 -0.367 0
11877.366 -0.367 0
11877.616 -0.367 0
11877.866 -0.367 0
11878.116 -0.367 0
11878.366 -0.367 0
11878.616 -0.367 0
11878.866 -0.367 0
11879.116 -0.367 0
11879.366 -0.367 0
11879.616 -0.367 0
11879.866 -0.367 0
11880.116 -0.367 0
11880.366 -0.367 0
11880.616 -0.367 0
11880.866 -0.367 0
11881.116 -0.367 0
11881.366 -0.367 0
11881.616 -0.367 0
11881.866 -0.367 0
11882.116 -0.367 0
11882.366 -0.367 0
11882.616 -0.367 0
11882.866 -0.367 0
11883.116 -0.367 0
11883.366 -0.367 0
11883.616 -0.367 0
11883.866 -0.367 0
11884.116 -0.367 0
11884.366 -0.367 0
11884.616 -0.367 0
11884.866 -0.367 0
11885.116 -0.367 0
11885.366 -0.367 0
11885.616 -0.367 0
11885.866 -0.367 0
11886.116 -0.367 0
11886.366 -0.367 0
11886.616 -0.367 0
11886.866 -0.367 0
11887.116 -0.367 0
11887.366 -0.367 0
11887.616 -0.367 0
11887.866 -0.367 0
11888.116 -0.367 0
11888.366 -0.367 0
11888.616 -0.367 0
11888.866 -0.367 0
11889.116 -0.367 0
11889.366 -0.367 0
11889.616 -0.367 0
11889.866 -0.367 0
11890.116 -0.367 0
11890.366 -0.367 0
11890.616 -0.367 0
11890.866 -0.367 0
11891.116 -0.367 0
11891.366 -0.367 0
11891.616 -0.367 0
11891.866 -0.367 0
11892.116 -0.367 0
11892.366 -0.367 0
11892.616 -0.367 0
11892.866 -0.367 0
11893.116 -0.367 0
11893.366 -0.367 0
11893.616 -0.367 0
11893.866 -0.367 0
11894.116 -0.367 0
11894.366 -0.367 0
11894.616 -0.367 0
11894.866 -0.367 0
11895.116 -0.367 0
11895.366 -0.367 0
11895.616 -0.367 0
11895.866 -0.367 0
11896.116 -0.367 0
11896.366 -0.367 0
11896.616 -0.367 0
11896.866 -0.367 0
11897.116 -0.367 0
11897.366 -0.367 0
11897.616 -0.367 0
11897.866 -0.367 0
11898.116 -0.367 0
11898.366 -0.367 0
11898.616 -0.367 0
11898.866 -0.367 0
11899.116 -0.367 0
11899.366 -0.367 0
11899.616 -0.367 0
11899.866 -0.367 0
11900.116 -0.367 0
11900.366 -0.367 0
11900.616 -0.367 0
11900.866 -0.367 0
11901.116 -0.367 0
11901.366 -0.367 0
11901.616 -0.367 0
11901.866 -0.367 0
11902.116 -0.367 0
11902.366 -0.367 0
11902.616 -0.367 0
11902.866 -0.367 0
11903.116 -0.367 0
11903.366 -0.367 0
11903.616 -0.367 0
11903.866 -0.367 0
11904.116 -0.367 0
11904.366 -0.367 0
11904.616 -0.367 0
11904.866 -0.367 0
11905.116 -0.367 0
11905.366 -0.367 0
11905.616 -0.367 0
11905.866 -0.367 0
11906.116 -0.367 0
11906.366 -0.367 0
11906.616 -0.367 0
11906.866 -0.367 0
11907.116 -0.367 0
11907.366 -0.367 0
11907.616 -0.367 0
11907.866 -0.367 0
11908.116 -0.367 0
11908.366 -0.367 0
11908.616 -0.367 0
11908.866 -0.367 0
11909.116 -0.367 0
11909.366 -0.367 0
11909.616 -0.367 0
11909.866 -0.367 0
11910.116 -0.367 0
11910.366 -0.367 0
11910.616 -0.367 0
11910.866 -0.367 0
11911.116 -0.367 0
11911.366 -0.367 0
11911.616 -0.367 0
11911.866 -0.367 0
11912.116 -0.367 0
11912.366 -0.367 0
11912.616 -0.367 0
11912.866 -0.367 0
11913.116 -0.367 0
11913.366 -0.367 0
11913.616 -0.367 0
11913.866 -0.367 0
11914.116 -0.367 0
11914.366 -0.367 0
11914.616 -0.367 0
11914.866 -0.367 0
11915.116 -0.367 0
11915.366 -0.367 0
11915.616 -0.367 0
11915.866 -0.367 0
11916.116 -0.367 0
11916.366 -0.367 0
11916.616 -0.367 0
11916.866 -0.367 0
11917.116 -0.367 0
11917.366 -0.367 0
11917.616 -0.367 0
11917.866 -0.367 0
11918.116 -0.367 0
11918.366 -0.367 0
11918.616 -0.367 0
11918.866 -0.367 0
11919.116 -0.367 0
11919.366 -0.367 0
11919.616 -0.367 0
11919.866 -0.367 0
11920.116 -0.367 0
11920.366 -0.367 0
11920.616 -0.367 0
11920.866 -0.367 0
11921.116 -0.367 0
11921.366 -0.367 0
11921.616 -0.367 0
11921.866 -0.367 0
11922.116 -0.367 0
11922.366 -0.367 0
11922.616 -0.367 0
11922.866 -0.367 0
11923.116 -0.367 0
11923.366 -0.367 0
11923.616 -0.367 0
11923.866 -0.367 0
11924.116 -0.367 0
11924.366 -0.367 0
11924.616 -0.367 0
11924.866 -0.367 0
11925.116 -0.367 0
11925.366 -0.367 0
11925.616 -0.367 0
11925.866 -0.367 0
11926.116 -0.367 0
11926.366 -0.367 0
11926.616 -0.367 0
11926.866 -0.367 0
11927.116 -0.367 0
11927.366 -0.367 0
11927.616 -0.367 0
11927.866 -0.367 0
11928.116 -0.367 0
11928.366 -0.367 0
11928.616 -0.367 0
11928.866 -0.367 0
11929.116 -0.367 0
11929.366 -0.367 0
11929.616 -0.367 0
11929.866 -0.367 0
11930.116 -0.367 0
11930.366 -0.367 0
11930.616 -0.367 0
11930.866 -0.367 0
11931.116 -0.367 0
11931.366 -0.367 0
11931.616 -0.367 0
11931.866 -0.367 0
11932.116 -0.367 0
11932.366 -0.367 0
11932.616 -0.367 0
11932.866 -0.367 0
11933.116 -0.367 0
11933.366 -0.367 0
11933.616 -0.367 0
11933.866 -0.367 0
11934.116 -0.367 0
11934.366 -0.367 0
11934.616 -0.367 0
11934.866 -0.367 0
11935.116 -0.367 0
11935.366 -0.367 0
11935.616 -0.367 0
11935.866 -0.367 0
11936.116 -0.367 0
11936.366 -0.367 0
11936.616 -0.367 0
11936.866 -0.367 0
11937.116 -0.367 0
11937.366 -0.367 0
11937.616 -0.367 0
11937.866 -0.367 0
11938.116 -0.367 0
11938.366 -0.367 0
11938.616 -0.367 0
11938.866 -0.367 0
11939.116 -0.367 0
11939.366 -0.367 0
11939.616 -0.367 0
11939.866 -0.367 0
11940.116 -0.367 0
11940.366 -0.367 0
11940.616 -0.367 0
11940.866 -0.367 0
11941.116 -0.367 0
11941.366 -0.367 0
11941.616 -0.367 0
11941.866 -0.367 0
11942.116 -0.367 0
11942.366 -0.367 0
11942.616 -0.367 0
11942.866 -0.367 0
11943.116 -0.367 0
11943.366 -0.367 0
11943.616 -0.367 0
11943.866 -0.367 0
11944.116 -0.367 0
11944.366 -0.367 0
11944.616 -0.367 0
11944.866 -0.367 0
11945.116 -0.367 0
11945.366 -0.367 0
11945.616 -0.367 0
11945.866 -0.367 0
11946.116 -0.367 0
11946.366 -0.367 0
11946.616 -0.367 0
11946.866 -0.367 0
11947.116 -0.367 0
11947.366 -0.367 0
11947.616 -0.367 0
11947.866 -0.367 0
11948.116 -0.367 0
11948.366 -0.367 0
11948.616 -0.367 0
11948.866 -0.367 0
11949.116 -0.367 0
11949.366 -0.367 0
11949.616 -0.367 0
11949.866 -0.367 0
11950.116 -0.367 0
11950.366 -0.367 0
11950.616 -0.367 0
11950.866 -0.367 0
11951.116 -0.367 0
11951.366 -0.367 0
11951.616 -0.367 0
11951.866 -0.367 0
11952.116 -0.367 0
11952.366 -0.367 0
11952.616 -0.367 0
11952.866 -0.367 0
11953.116 -0.367 0
11953.366 -0.367 0
11953.616 -0.367 0
11953.866 -0.367 0
11954.116 -0.367 0
11954.366 -0.367 0
11954.616 -0.367 0
11954.866 -0.367 0
11955.116 -0.367 0
11955.366 -0.367 0
11955.616 -0.367 0
11955.866 -0.367 0
11956.116 -0.367 0
11956.366 -0.367 0
11956.616 -0.367 0
11956.866 -0.367 0
11957.116 -0.367 0
11957.366 -0.367 0
11957.616 -0.367 0
11957.866 -0.367 0
11958.116 -0.367 0
11958.366 -0.367 0
11958.616 -0.367 0
11958.866 -0.367 0
11959.116 -0.367 0
11959.366 -0.367 0
11959.616 -0.367 0
11959.866 -0.367 0
11960.116 -0.367 0
11960.366 -0.367 0
11960.616 -0.367 0
11960.866 -0.367 0
11961.116 -0.367 0
11961.366 -0.367 0
11961.616 -0.367 0
11961.866 -0.367 0
11962.116 -0.367 0
11962.366 -0.367 0
11962.616 -0.367 0
11962.866 -0.367 0
11963.116 -0.367 0
11963.366 -0.367 0
11963.616 -0.367 0
11963.866 -0.367 0
11964.116 -0.367 0
11964.366 -0.367 0
11964.616 -0.367 0
11964.866 -0.367 0
11965.116 -0.367 0
11965.366 -0.367 0
11965.616 -0.367 0
11965.866 -0.367 0
11966.116 -0.367 0
11966.366 -0.367 0
11966.616 -0.367 0
11966.866 -0.367 0
11967.116 -0.367 0
11967.366 -0.367 0
11967.616 -0.367 0
11967.866 -0.367 0
11968.116 -0.367 0
11968.366 -0.367 0
11968.616 -0.367 0
11968.866 -0.367 0
11969.116 -0.367 0
11969.366 -0.367 0
11969.616 -0.367 0
11969.866 -0.367 0
11970.116 -0.367 0
11970.366 -0.367 0
11970.616 -0.367 0
11970.866 -0.367 0
11971.116 -0.367 0
11971.366 -0.367 0
11971.616 -0.367 0
11971.866 -0.367 0
11972.116 -0.367 0
11972.366 -0.367 0
11972.616 -0.367 0
11972.866 -0.367 0
11973.116 -0.367 0
11973.366 -0.367 0
11973.616 -0.367 0
11973.866 -0.367 0
11974.116 -0.367 0
11974.366 -0.367 0
11974.616 -0.367 0
11974.866 -0.367 0
11975.116 -0.367 0
11975.366 -0.367 0
11975.616 -0.367 0
11975.866 -0.367 0
11976.116 -0.367 0
11976.366 -0.367 0
11976.616 -0.367 0
11976.866 -0.367 0
11977.116 -0.367 0
11977.366 -0.367 0
11977.616 -0.367 0
11977.866 -0.367 0
11978.116 -0.367 0
11978.366 -0.367 0
11978.616 -0.367 0
11978.866 -0.367 0
11979.116 -0.367 0
11979.366 -0.367 0
11979.616 -0.367 0
11979.866 -0.367 0
11980.116 -0.367 0
11980.366 -0.367 0
11980.616 -0.367 0
11980.866 -0.367 0
11981.116 -0.367 0
11981.366 -0.367 0
11981.616 -0.367 0
11981.866 -0.367 0
11982.116 -0.367 0
