* Measurement data measured by REW V5.19
* Source: D:\Downloads\rtings Target.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 3, 2020 1:51:12 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\rtings Target.csv Format: Comma/Tab/Space delimited data 170 values loaded, 20 Hz to 19,779 Hz
* Measurement: rtings Target.csv
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
3654.607 78.269 0
3654.857 78.268 0
3655.107 78.268 0
3655.357 78.268 0
3655.607 78.268 0
3655.857 78.268 0
3656.107 78.268 0
3656.357 78.268 0
3656.607 78.268 0
3656.857 78.268 0
3657.107 78.267 0
3657.357 78.267 0
3657.607 78.267 0
3657.857 78.267 0
3658.107 78.267 0
3658.357 78.267 0
3658.607 78.267 0
3658.857 78.267 0
3659.107 78.267 0
3659.357 78.266 0
3659.607 78.266 0
3659.857 78.266 0
3660.107 78.266 0
3660.357 78.266 0
3660.607 78.266 0
3660.857 78.266 0
3661.107 78.266 0
3661.357 78.266 0
3661.607 78.265 0
3661.857 78.265 0
3662.107 78.265 0
3662.357 78.265 0
3662.607 78.265 0
3662.857 78.265 0
3663.107 78.265 0
3663.357 78.265 0
3663.607 78.265 0
3663.857 78.264 0
3664.107 78.264 0
3664.357 78.264 0
3664.607 78.264 0
3664.857 78.264 0
3665.107 78.264 0
3665.357 78.264 0
3665.607 78.264 0
3665.857 78.264 0
3666.107 78.263 0
3666.357 78.263 0
3666.607 78.263 0
3666.857 78.263 0
3667.107 78.263 0
3667.357 78.263 0
3667.607 78.263 0
3667.857 78.263 0
3668.107 78.263 0
3668.357 78.262 0
3668.607 78.262 0
3668.857 78.262 0
3669.107 78.262 0
3669.357 78.262 0
3669.607 78.262 0
3669.857 78.262 0
3670.107 78.262 0
3670.357 78.262 0
3670.607 78.261 0
3670.857 78.261 0
3671.107 78.261 0
3671.357 78.261 0
3671.607 78.261 0
3671.857 78.261 0
3672.107 78.261 0
3672.357 78.261 0
3672.607 78.261 0
3672.857 78.260 0
3673.107 78.260 0
3673.357 78.260 0
3673.607 78.260 0
3673.857 78.260 0
3674.107 78.260 0
3674.357 78.260 0
3674.607 78.260 0
3674.857 78.260 0
3675.107 78.259 0
3675.357 78.259 0
3675.607 78.259 0
3675.857 78.259 0
3676.107 78.259 0
3676.357 78.259 0
3676.607 78.259 0
3676.857 78.259 0
3677.107 78.259 0
3677.357 78.258 0
3677.607 78.258 0
3677.857 78.258 0
3678.107 78.258 0
3678.357 78.258 0
3678.607 78.258 0
3678.857 78.258 0
3679.107 78.258 0
3679.357 78.258 0
3679.607 78.257 0
3679.857 78.257 0
3680.107 78.257 0
3680.357 78.257 0
3680.607 78.257 0
3680.857 78.257 0
3681.107 78.257 0
3681.357 78.257 0
3681.607 78.257 0
3681.857 78.256 0
3682.107 78.256 0
3682.357 78.256 0
3682.607 78.256 0
3682.857 78.256 0
3683.107 78.256 0
3683.357 78.256 0
3683.607 78.256 0
3683.857 78.256 0
3684.107 78.255 0
3684.357 78.255 0
3684.607 78.255 0
3684.857 78.255 0
3685.107 78.255 0
3685.357 78.255 0
3685.607 78.255 0
3685.857 78.255 0
3686.107 78.255 0
3686.357 78.254 0
3686.607 78.254 0
3686.857 78.254 0
3687.107 78.254 0
3687.357 78.254 0
3687.607 78.254 0
3687.857 78.254 0
3688.107 78.254 0
3688.357 78.254 0
3688.607 78.253 0
3688.857 78.253 0
3689.107 78.253 0
3689.357 78.253 0
3689.607 78.253 0
3689.857 78.253 0
3690.107 78.253 0
3690.357 78.253 0
3690.607 78.253 0
3690.857 78.253 0
3691.107 78.252 0
3691.357 78.252 0
3691.607 78.252 0
3691.857 78.252 0
3692.107 78.252 0
3692.357 78.252 0
3692.607 78.252 0
3692.857 78.252 0
3693.107 78.252 0
3693.357 78.251 0
3693.607 78.251 0
3693.857 78.251 0
3694.107 78.251 0
3694.357 78.251 0
3694.607 78.251 0
3694.857 78.251 0
3695.107 78.251 0
3695.357 78.251 0
3695.607 78.250 0
3695.857 78.250 0
3696.107 78.250 0
3696.357 78.250 0
3696.607 78.250 0
3696.857 78.250 0
3697.107 78.250 0
3697.357 78.250 0
3697.607 78.250 0
3697.857 78.249 0
3698.107 78.249 0
3698.357 78.249 0
3698.607 78.249 0
3698.857 78.249 0
3699.107 78.249 0
3699.357 78.249 0
3699.607 78.249 0
3699.857 78.249 0
3700.107 78.248 0
3700.357 78.248 0
3700.607 78.248 0
3700.857 78.248 0
3701.107 78.248 0
3701.357 78.248 0
3701.607 78.248 0
3701.857 78.248 0
3702.107 78.248 0
3702.357 78.247 0
3702.607 78.247 0
3702.857 78.247 0
3703.107 78.247 0
3703.357 78.247 0
3703.607 78.247 0
3703.857 78.247 0
3704.107 78.247 0
3704.357 78.247 0
3704.607 78.246 0
3704.857 78.246 0
3705.107 78.246 0
3705.357 78.246 0
3705.607 78.246 0
3705.857 78.246 0
3706.107 78.246 0
3706.357 78.246 0
3706.607 78.246 0
3706.857 78.245 0
3707.107 78.245 0
3707.357 78.245 0
3707.607 78.245 0
3707.857 78.245 0
3708.107 78.245 0
3708.357 78.245 0
3708.607 78.245 0
3708.857 78.245 0
3709.107 78.244 0
3709.357 78.244 0
3709.607 78.244 0
3709.857 78.244 0
3710.107 78.244 0
3710.357 78.244 0
3710.607 78.244 0
3710.857 78.244 0
3711.107 78.244 0
3711.357 78.243 0
3711.607 78.243 0
3711.857 78.243 0
3712.107 78.243 0
3712.357 78.243 0
3712.607 78.243 0
3712.857 78.243 0
3713.107 78.243 0
3713.357 78.243 0
3713.607 78.243 0
3713.857 78.242 0
3714.107 78.242 0
3714.357 78.242 0
3714.607 78.242 0
3714.857 78.242 0
3715.107 78.242 0
3715.357 78.242 0
3715.607 78.242 0
3715.857 78.242 0
3716.107 78.241 0
3716.357 78.241 0
3716.607 78.241 0
3716.857 78.241 0
3717.107 78.241 0
3717.357 78.241 0
3717.607 78.241 0
3717.857 78.241 0
3718.107 78.241 0
3718.357 78.240 0
3718.607 78.240 0
3718.857 78.240 0
3719.107 78.240 0
3719.357 78.240 0
3719.607 78.240 0
3719.857 78.240 0
3720.107 78.240 0
3720.357 78.240 0
3720.607 78.239 0
3720.857 78.239 0
3721.107 78.239 0
3721.357 78.239 0
3721.607 78.239 0
3721.857 78.239 0
3722.107 78.239 0
3722.357 78.239 0
3722.607 78.239 0
3722.857 78.238 0
3723.107 78.238 0
3723.357 78.238 0
3723.607 78.238 0
3723.857 78.238 0
3724.107 78.238 0
3724.357 78.238 0
3724.607 78.238 0
3724.857 78.238 0
3725.107 78.237 0
3725.357 78.237 0
3725.607 78.237 0
3725.857 78.237 0
3726.107 78.237 0
3726.357 78.237 0
3726.607 78.237 0
3726.857 78.237 0
3727.107 78.237 0
3727.357 78.236 0
3727.607 78.236 0
3727.857 78.236 0
3728.107 78.236 0
3728.357 78.236 0
3728.607 78.236 0
3728.857 78.236 0
3729.107 78.236 0
3729.357 78.236 0
3729.607 78.235 0
3729.857 78.235 0
3730.107 78.235 0
3730.357 78.235 0
3730.607 78.235 0
3730.857 78.235 0
3731.107 78.235 0
3731.357 78.235 0
3731.607 78.235 0
3731.857 78.235 0
3732.107 78.234 0
3732.357 78.234 0
3732.607 78.234 0
3732.857 78.234 0
3733.107 78.234 0
3733.357 78.234 0
3733.607 78.234 0
3733.857 78.234 0
3734.107 78.234 0
3734.357 78.233 0
3734.607 78.233 0
3734.857 78.233 0
3735.107 78.233 0
3735.357 78.233 0
3735.607 78.233 0
3735.857 78.233 0
3736.107 78.233 0
3736.357 78.233 0
3736.607 78.232 0
3736.857 78.232 0
3737.107 78.232 0
3737.357 78.232 0
3737.607 78.232 0
3737.857 78.232 0
3738.107 78.232 0
3738.357 78.232 0
3738.607 78.232 0
3738.857 78.231 0
3739.107 78.231 0
3739.357 78.231 0
3739.607 78.231 0
3739.857 78.231 0
3740.107 78.231 0
3740.357 78.231 0
3740.607 78.231 0
3740.857 78.231 0
3741.107 78.230 0
3741.357 78.230 0
3741.607 78.230 0
3741.857 78.230 0
3742.107 78.230 0
3742.357 78.230 0
3742.607 78.230 0
3742.857 78.230 0
3743.107 78.230 0
3743.357 78.229 0
3743.607 78.229 0
3743.857 78.229 0
3744.107 78.229 0
3744.357 78.229 0
3744.607 78.229 0
3744.857 78.229 0
3745.107 78.229 0
3745.357 78.229 0
3745.607 78.228 0
3745.857 78.228 0
3746.107 78.228 0
3746.357 78.228 0
3746.607 78.228 0
3746.857 78.228 0
3747.107 78.228 0
3747.357 78.228 0
3747.607 78.228 0
3747.857 78.228 0
3748.107 78.227 0
3748.357 78.227 0
3748.607 78.227 0
3748.857 78.227 0
3749.107 78.227 0
3749.357 78.227 0
3749.607 78.227 0
3749.857 78.227 0
3750.107 78.227 0
3750.357 78.226 0
3750.607 78.226 0
3750.857 78.226 0
3751.107 78.226 0
3751.357 78.226 0
3751.607 78.226 0
3751.857 78.226 0
3752.107 78.226 0
3752.357 78.226 0
3752.607 78.225 0
3752.857 78.225 0
3753.107 78.225 0
3753.357 78.225 0
3753.607 78.225 0
3753.857 78.225 0
3754.107 78.225 0
3754.357 78.225 0
3754.607 78.225 0
3754.857 78.224 0
3755.107 78.224 0
3755.357 78.224 0
3755.607 78.224 0
3755.857 78.224 0
3756.107 78.224 0
3756.357 78.224 0
3756.607 78.224 0
3756.857 78.224 0
3757.107 78.223 0
3757.357 78.223 0
3757.607 78.223 0
3757.857 78.223 0
3758.107 78.223 0
3758.357 78.223 0
3758.607 78.223 0
3758.857 78.223 0
3759.107 78.223 0
3759.357 78.222 0
3759.607 78.222 0
3759.857 78.222 0
3760.107 78.222 0
3760.357 78.222 0
3760.607 78.222 0
3760.857 78.222 0
3761.107 78.222 0
3761.357 78.222 0
3761.607 78.222 0
3761.857 78.221 0
3762.107 78.221 0
3762.357 78.221 0
3762.607 78.221 0
3762.857 78.221 0
3763.107 78.221 0
3763.357 78.221 0
3763.607 78.221 0
3763.857 78.221 0
3764.107 78.220 0
3764.357 78.220 0
3764.607 78.220 0
3764.857 78.220 0
3765.107 78.220 0
3765.357 78.220 0
3765.607 78.220 0
3765.857 78.220 0
3766.107 78.220 0
3766.357 78.219 0
3766.607 78.219 0
3766.857 78.219 0
3767.107 78.219 0
3767.357 78.219 0
3767.607 78.219 0
3767.857 78.219 0
3768.107 78.219 0
3768.357 78.219 0
3768.607 78.218 0
3768.857 78.218 0
3769.107 78.218 0
3769.357 78.218 0
3769.607 78.218 0
3769.857 78.218 0
3770.107 78.218 0
3770.357 78.218 0
3770.607 78.218 0
3770.857 78.217 0
3771.107 78.217 0
3771.357 78.217 0
3771.607 78.217 0
3771.857 78.217 0
3772.107 78.217 0
3772.357 78.217 0
3772.607 78.217 0
3772.857 78.217 0
3773.107 78.216 0
3773.357 78.216 0
3773.607 78.216 0
3773.857 78.216 0
3774.107 78.216 0
3774.357 78.216 0
3774.607 78.216 0
3774.857 78.216 0
3775.107 78.216 0
3775.357 78.216 0
3775.607 78.215 0
3775.857 78.215 0
3776.107 78.215 0
3776.357 78.215 0
3776.607 78.215 0
3776.857 78.215 0
3777.107 78.215 0
3777.357 78.215 0
3777.607 78.215 0
3777.857 78.214 0
3778.107 78.214 0
3778.357 78.214 0
3778.607 78.214 0
3778.857 78.214 0
3779.107 78.214 0
3779.357 78.214 0
3779.607 78.214 0
3779.857 78.214 0
3780.107 78.213 0
3780.357 78.213 0
3780.607 78.213 0
3780.857 78.213 0
3781.107 78.213 0
3781.357 78.213 0
3781.607 78.213 0
3781.857 78.213 0
3782.107 78.213 0
3782.357 78.212 0
3782.607 78.212 0
3782.857 78.212 0
3783.107 78.212 0
3783.357 78.212 0
3783.607 78.212 0
3783.857 78.212 0
3784.107 78.212 0
3784.357 78.212 0
3784.607 78.211 0
3784.857 78.211 0
3785.107 78.211 0
3785.357 78.211 0
3785.607 78.211 0
3785.857 78.211 0
3786.107 78.211 0
3786.357 78.211 0
3786.607 78.211 0
3786.857 78.211 0
3787.107 78.210 0
3787.357 78.210 0
3787.607 78.210 0
3787.857 78.210 0
3788.107 78.210 0
3788.357 78.210 0
3788.607 78.210 0
3788.857 78.210 0
3789.107 78.210 0
3789.357 78.209 0
3789.607 78.209 0
3789.857 78.209 0
3790.107 78.209 0
3790.357 78.209 0
3790.607 78.209 0
3790.857 78.209 0
3791.107 78.209 0
3791.357 78.209 0
3791.607 78.208 0
3791.857 78.208 0
3792.107 78.208 0
3792.357 78.208 0
3792.607 78.208 0
3792.857 78.208 0
3793.107 78.208 0
3793.357 78.208 0
3793.607 78.208 0
3793.857 78.207 0
3794.107 78.207 0
3794.357 78.207 0
3794.607 78.207 0
3794.857 78.207 0
3795.107 78.207 0
3795.357 78.207 0
3795.607 78.207 0
3795.857 78.207 0
3796.107 78.206 0
3796.357 78.206 0
3796.607 78.206 0
3796.857 78.206 0
3797.107 78.206 0
3797.357 78.206 0
3797.607 78.206 0
3797.857 78.206 0
3798.107 78.206 0
3798.357 78.206 0
3798.607 78.205 0
3798.857 78.205 0
3799.107 78.205 0
3799.357 78.205 0
3799.607 78.205 0
3799.857 78.205 0
3800.107 78.205 0
3800.357 78.205 0
3800.607 78.205 0
3800.857 78.204 0
3801.107 78.204 0
3801.357 78.204 0
3801.607 78.204 0
3801.857 78.204 0
3802.107 78.204 0
3802.357 78.204 0
3802.607 78.204 0
3802.857 78.204 0
3803.107 78.203 0
3803.357 78.203 0
3803.607 78.203 0
3803.857 78.203 0
3804.107 78.203 0
3804.357 78.203 0
3804.607 78.203 0
3804.857 78.203 0
3805.107 78.203 0
3805.357 78.202 0
3805.607 78.202 0
3805.857 78.202 0
3806.107 78.202 0
3806.357 78.202 0
3806.607 78.202 0
3806.857 78.202 0
3807.107 78.202 0
3807.357 78.202 0
3807.607 78.202 0
3807.857 78.201 0
3808.107 78.201 0
3808.357 78.201 0
3808.607 78.201 0
3808.857 78.201 0
3809.107 78.201 0
3809.357 78.201 0
3809.607 78.201 0
3809.857 78.201 0
3810.107 78.200 0
3810.357 78.200 0
3810.607 78.200 0
3810.857 78.200 0
3811.107 78.200 0
3811.357 78.200 0
3811.607 78.200 0
3811.857 78.200 0
3812.107 78.200 0
3812.357 78.199 0
3812.607 78.199 0
3812.857 78.199 0
3813.107 78.199 0
3813.357 78.199 0
3813.607 78.199 0
3813.857 78.199 0
3814.107 78.199 0
3814.357 78.199 0
3814.607 78.199 0
3814.857 78.198 0
3815.107 78.198 0
3815.357 78.198 0
3815.607 78.198 0
3815.857 78.198 0
3816.107 78.198 0
3816.357 78.198 0
3816.607 78.198 0
3816.857 78.198 0
3817.107 78.197 0
3817.357 78.197 0
3817.607 78.197 0
3817.857 78.197 0
3818.107 78.197 0
3818.357 78.197 0
3818.607 78.197 0
3818.857 78.197 0
3819.107 78.197 0
3819.357 78.196 0
3819.607 78.196 0
3819.857 78.196 0
3820.107 78.196 0
3820.357 78.196 0
3820.607 78.196 0
3820.857 78.196 0
3821.107 78.196 0
3821.357 78.196 0
3821.607 78.195 0
3821.857 78.195 0
3822.107 78.195 0
3822.357 78.195 0
3822.607 78.195 0
3822.857 78.195 0
3823.107 78.195 0
3823.357 78.195 0
3823.607 78.195 0
3823.857 78.195 0
3824.107 78.194 0
3824.357 78.194 0
3824.607 78.194 0
3824.857 78.194 0
3825.107 78.194 0
3825.357 78.194 0
3825.607 78.194 0
3825.857 78.194 0
3826.107 78.194 0
3826.357 78.193 0
3826.607 78.193 0
3826.857 78.193 0
3827.107 78.193 0
3827.357 78.193 0
3827.607 78.193 0
3827.857 78.193 0
3828.107 78.193 0
3828.357 78.193 0
3828.607 78.192 0
3828.857 78.192 0
3829.107 78.192 0
3829.357 78.192 0
3829.607 78.192 0
3829.857 78.192 0
3830.107 78.192 0
3830.357 78.192 0
3830.607 78.192 0
3830.857 78.192 0
3831.107 78.191 0
3831.357 78.191 0
3831.607 78.191 0
3831.857 78.191 0
3832.107 78.191 0
3832.357 78.191 0
3832.607 78.191 0
3832.857 78.191 0
3833.107 78.191 0
3833.357 78.190 0
3833.607 78.190 0
3833.857 78.190 0
3834.107 78.190 0
3834.357 78.190 0
3834.607 78.190 0
3834.857 78.190 0
3835.107 78.190 0
3835.357 78.190 0
3835.607 78.189 0
3835.857 78.189 0
3836.107 78.189 0
3836.357 78.189 0
3836.607 78.189 0
3836.857 78.189 0
3837.107 78.189 0
3837.357 78.189 0
3837.607 78.189 0
3837.857 78.189 0
3838.107 78.188 0
3838.357 78.188 0
3838.607 78.188 0
3838.857 78.188 0
3839.107 78.188 0
3839.357 78.188 0
3839.607 78.188 0
3839.857 78.188 0
3840.107 78.188 0
3840.357 78.187 0
3840.607 78.187 0
3840.857 78.187 0
3841.107 78.187 0
3841.357 78.187 0
3841.607 78.187 0
3841.857 78.187 0
3842.107 78.187 0
3842.357 78.187 0
3842.607 78.186 0
3842.857 78.186 0
3843.107 78.186 0
3843.357 78.186 0
3843.607 78.186 0
3843.857 78.186 0
3844.107 78.186 0
3844.357 78.186 0
3844.607 78.186 0
3844.857 78.186 0
3845.107 78.185 0
3845.357 78.185 0
3845.607 78.185 0
3845.857 78.185 0
3846.107 78.185 0
3846.357 78.185 0
3846.607 78.185 0
3846.857 78.185 0
3847.107 78.185 0
3847.357 78.184 0
3847.607 78.184 0
3847.857 78.184 0
3848.107 78.184 0
3848.357 78.184 0
3848.607 78.184 0
3848.857 78.184 0
3849.107 78.184 0
3849.357 78.184 0
3849.607 78.183 0
3849.857 78.183 0
3850.107 78.183 0
3850.357 78.183 0
3850.607 78.183 0
3850.857 78.183 0
3851.107 78.183 0
3851.357 78.183 0
3851.607 78.183 0
3851.857 78.183 0
3852.107 78.182 0
3852.357 78.182 0
3852.607 78.182 0
3852.857 78.182 0
3853.107 78.182 0
3853.357 78.182 0
3853.607 78.182 0
3853.857 78.182 0
3854.107 78.182 0
3854.357 78.181 0
3854.607 78.181 0
3854.857 78.181 0
3855.107 78.181 0
3855.357 78.181 0
3855.607 78.181 0
3855.857 78.181 0
3856.107 78.181 0
3856.357 78.181 0
3856.607 78.180 0
3856.857 78.180 0
3857.107 78.180 0
3857.357 78.180 0
3857.607 78.180 0
3857.857 78.180 0
3858.107 78.180 0
3858.357 78.180 0
3858.607 78.180 0
3858.857 78.180 0
3859.107 78.179 0
3859.357 78.179 0
3859.607 78.179 0
3859.857 78.179 0
3860.107 78.179 0
3860.357 78.179 0
3860.607 78.179 0
3860.857 78.179 0
3861.107 78.179 0
3861.357 78.178 0
3861.607 78.178 0
3861.857 78.178 0
3862.107 78.178 0
3862.357 78.178 0
3862.607 78.178 0
3862.857 78.178 0
3863.107 78.178 0
3863.357 78.178 0
3863.607 78.178 0
3863.857 78.177 0
3864.107 78.177 0
3864.357 78.177 0
3864.607 78.177 0
3864.857 78.177 0
3865.107 78.177 0
3865.357 78.177 0
3865.607 78.177 0
3865.857 78.177 0
3866.107 78.176 0
3866.357 78.176 0
3866.607 78.176 0
3866.857 78.176 0
3867.107 78.176 0
3867.357 78.176 0
3867.607 78.176 0
3867.857 78.176 0
3868.107 78.176 0
3868.357 78.175 0
3868.607 78.175 0
3868.857 78.175 0
3869.107 78.175 0
3869.357 78.175 0
3869.607 78.175 0
3869.857 78.175 0
3870.107 78.175 0
3870.357 78.175 0
3870.607 78.175 0
3870.857 78.174 0
3871.107 78.174 0
3871.357 78.174 0
3871.607 78.174 0
3871.857 78.174 0
3872.107 78.174 0
3872.357 78.174 0
3872.607 78.174 0
3872.857 78.174 0
3873.107 78.173 0
3873.357 78.173 0
3873.607 78.173 0
3873.857 78.173 0
3874.107 78.173 0
3874.357 78.173 0
3874.607 78.173 0
3874.857 78.173 0
3875.107 78.173 0
3875.357 78.173 0
3875.607 78.172 0
3875.857 78.172 0
3876.107 78.172 0
3876.357 78.172 0
3876.607 78.172 0
3876.857 78.172 0
3877.107 78.172 0
3877.357 78.172 0
3877.607 78.172 0
3877.857 78.171 0
3878.107 78.171 0
3878.357 78.171 0
3878.607 78.171 0
3878.857 78.171 0
3879.107 78.171 0
3879.357 78.171 0
3879.607 78.171 0
3879.857 78.171 0
3880.107 78.171 0
3880.357 78.170 0
3880.607 78.170 0
3880.857 78.170 0
3881.107 78.170 0
3881.357 78.170 0
3881.607 78.170 0
3881.857 78.170 0
3882.107 78.170 0
3882.357 78.170 0
3882.607 78.169 0
3882.857 78.169 0
3883.107 78.169 0
3883.357 78.169 0
3883.607 78.169 0
3883.857 78.169 0
3884.107 78.169 0
3884.357 78.169 0
3884.607 78.169 0
3884.857 78.169 0
3885.107 78.168 0
3885.357 78.168 0
3885.607 78.168 0
3885.857 78.168 0
3886.107 78.168 0
3886.357 78.168 0
3886.607 78.168 0
3886.857 78.168 0
3887.107 78.168 0
3887.357 78.167 0
3887.607 78.167 0
3887.857 78.167 0
3888.107 78.167 0
3888.357 78.167 0
3888.607 78.167 0
3888.857 78.167 0
3889.107 78.167 0
3889.357 78.167 0
3889.607 78.167 0
3889.857 78.166 0
3890.107 78.166 0
3890.357 78.166 0
3890.607 78.166 0
3890.857 78.166 0
3891.107 78.166 0
3891.357 78.166 0
3891.607 78.166 0
3891.857 78.166 0
3892.107 78.165 0
3892.357 78.165 0
3892.607 78.165 0
3892.857 78.165 0
3893.107 78.165 0
3893.357 78.165 0
3893.607 78.165 0
3893.857 78.165 0
3894.107 78.165 0
3894.357 78.165 0
3894.607 78.164 0
3894.857 78.164 0
3895.107 78.164 0
3895.357 78.164 0
3895.607 78.164 0
3895.857 78.164 0
3896.107 78.164 0
3896.357 78.164 0
3896.607 78.164 0
3896.857 78.163 0
3897.107 78.163 0
3897.357 78.163 0
3897.607 78.163 0
3897.857 78.163 0
3898.107 78.163 0
3898.357 78.163 0
3898.607 78.163 0
3898.857 78.163 0
3899.107 78.162 0
3899.357 78.162 0
3899.607 78.162 0
3899.857 78.162 0
3900.107 78.162 0
3900.357 78.162 0
3900.607 78.162 0
3900.857 78.162 0
3901.107 78.162 0
3901.357 78.162 0
3901.607 78.161 0
3901.857 78.161 0
3902.107 78.161 0
3902.357 78.161 0
3902.607 78.161 0
3902.857 78.161 0
3903.107 78.161 0
3903.357 78.161 0
3903.607 78.161 0
3903.857 78.161 0
3904.107 78.160 0
3904.357 78.160 0
3904.607 78.160 0
3904.857 78.160 0
3905.107 78.160 0
3905.357 78.160 0
3905.607 78.160 0
3905.857 78.160 0
3906.107 78.160 0
3906.357 78.159 0
3906.607 78.159 0
3906.857 78.159 0
3907.107 78.159 0
3907.357 78.159 0
3907.607 78.159 0
3907.857 78.159 0
3908.107 78.159 0
3908.357 78.159 0
3908.607 78.159 0
3908.857 78.158 0
3909.107 78.158 0
3909.357 78.158 0
3909.607 78.158 0
3909.857 78.158 0
3910.107 78.158 0
3910.357 78.158 0
3910.607 78.158 0
3910.857 78.158 0
3911.107 78.157 0
3911.357 78.157 0
3911.607 78.157 0
3911.857 78.157 0
3912.107 78.157 0
3912.357 78.157 0
3912.607 78.157 0
3912.857 78.157 0
3913.107 78.157 0
3913.357 78.157 0
3913.607 78.156 0
3913.857 78.156 0
3914.107 78.156 0
3914.357 78.156 0
3914.607 78.156 0
3914.857 78.156 0
3915.107 78.156 0
3915.357 78.156 0
3915.607 78.156 0
3915.857 78.155 0
3916.107 78.155 0
3916.357 78.155 0
3916.607 78.155 0
3916.857 78.155 0
3917.107 78.155 0
3917.357 78.155 0
3917.607 78.155 0
3917.857 78.155 0
3918.107 78.155 0
3918.357 78.154 0
3918.607 78.154 0
3918.857 78.154 0
3919.107 78.154 0
3919.357 78.154 0
3919.607 78.154 0
3919.857 78.154 0
3920.107 78.154 0
3920.357 78.154 0
3920.607 78.154 0
3920.857 78.153 0
3921.107 78.153 0
3921.357 78.153 0
3921.607 78.153 0
3921.857 78.153 0
3922.107 78.153 0
3922.357 78.153 0
3922.607 78.153 0
3922.857 78.153 0
3923.107 78.152 0
3923.357 78.152 0
3923.607 78.152 0
3923.857 78.152 0
3924.107 78.152 0
3924.357 78.152 0
3924.607 78.152 0
3924.857 78.152 0
3925.107 78.152 0
3925.357 78.152 0
3925.607 78.151 0
3925.857 78.151 0
3926.107 78.151 0
3926.357 78.151 0
3926.607 78.151 0
3926.857 78.151 0
3927.107 78.151 0
3927.357 78.151 0
3927.607 78.151 0
3927.857 78.150 0
3928.107 78.150 0
3928.357 78.150 0
3928.607 78.150 0
3928.857 78.150 0
3929.107 78.150 0
3929.357 78.150 0
3929.607 78.150 0
3929.857 78.150 0
3930.107 78.150 0
3930.357 78.149 0
3930.607 78.149 0
3930.857 78.149 0
3931.107 78.149 0
3931.357 78.149 0
3931.607 78.149 0
3931.857 78.149 0
3932.107 78.149 0
3932.357 78.149 0
3932.607 78.149 0
3932.857 78.148 0
3933.107 78.148 0
3933.357 78.148 0
3933.607 78.148 0
3933.857 78.148 0
3934.107 78.148 0
3934.357 78.148 0
3934.607 78.148 0
3934.857 78.148 0
3935.107 78.147 0
3935.357 78.147 0
3935.607 78.147 0
3935.857 78.147 0
3936.107 78.147 0
3936.357 78.147 0
3936.607 78.147 0
3936.857 78.147 0
3937.107 78.147 0
3937.357 78.147 0
3937.607 78.146 0
3937.857 78.146 0
3938.107 78.146 0
3938.357 78.146 0
3938.607 78.146 0
3938.857 78.146 0
3939.107 78.146 0
3939.357 78.146 0
3939.607 78.146 0
3939.857 78.146 0
3940.107 78.145 0
3940.357 78.145 0
3940.607 78.145 0
3940.857 78.145 0
3941.107 78.145 0
3941.357 78.145 0
3941.607 78.145 0
3941.857 78.145 0
3942.107 78.145 0
3942.357 78.145 0
3942.607 78.144 0
3942.857 78.144 0
3943.107 78.144 0
3943.357 78.144 0
3943.607 78.144 0
3943.857 78.144 0
3944.107 78.144 0
3944.357 78.144 0
3944.607 78.144 0
3944.857 78.143 0
3945.107 78.143 0
3945.357 78.143 0
3945.607 78.143 0
3945.857 78.143 0
3946.107 78.143 0
3946.357 78.143 0
3946.607 78.143 0
3946.857 78.143 0
3947.107 78.143 0
3947.357 78.142 0
3947.607 78.142 0
3947.857 78.142 0
3948.107 78.142 0
3948.357 78.142 0
3948.607 78.142 0
3948.857 78.142 0
3949.107 78.142 0
3949.357 78.142 0
3949.607 78.142 0
3949.857 78.141 0
3950.107 78.141 0
3950.357 78.141 0
3950.607 78.141 0
3950.857 78.141 0
3951.107 78.141 0
3951.357 78.141 0
3951.607 78.141 0
3951.857 78.141 0
3952.107 78.140 0
3952.357 78.140 0
3952.607 78.140 0
3952.857 78.140 0
3953.107 78.140 0
3953.357 78.140 0
3953.607 78.140 0
3953.857 78.140 0
3954.107 78.140 0
3954.357 78.140 0
3954.607 78.139 0
3954.857 78.139 0
3955.107 78.139 0
3955.357 78.139 0
3955.607 78.139 0
3955.857 78.139 0
3956.107 78.139 0
3956.357 78.139 0
3956.607 78.139 0
3956.857 78.139 0
3957.107 78.138 0
3957.357 78.138 0
3957.607 78.138 0
3957.857 78.138 0
3958.107 78.138 0
3958.357 78.138 0
3958.607 78.138 0
3958.857 78.138 0
3959.107 78.138 0
3959.357 78.138 0
3959.607 78.137 0
3959.857 78.137 0
3960.107 78.137 0
3960.357 78.137 0
3960.607 78.137 0
3960.857 78.137 0
3961.107 78.137 0
3961.357 78.137 0
3961.607 78.137 0
3961.857 78.136 0
3962.107 78.136 0
3962.357 78.136 0
3962.607 78.136 0
3962.857 78.136 0
3963.107 78.136 0
3963.357 78.136 0
3963.607 78.136 0
3963.857 78.136 0
3964.107 78.136 0
3964.357 78.135 0
3964.607 78.135 0
3964.857 78.135 0
3965.107 78.135 0
3965.357 78.135 0
3965.607 78.135 0
3965.857 78.135 0
3966.107 78.135 0
3966.357 78.135 0
