* Measurement data measured by REW V5.19
* Source: D:\Downloads\rtings Target.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 3, 2020 1:51:12 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\rtings Target.csv Format: Comma/Tab/Space delimited data 170 values loaded, 20 Hz to 19,779 Hz
* Measurement: rtings Target.csv
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10251.107 77.136 0
10251.357 77.136 0
10251.607 77.136 0
10251.857 77.136 0
10252.107 77.136 0
10252.357 77.136 0
10252.607 77.136 0
10252.857 77.136 0
10253.107 77.136 0
10253.357 77.136 0
10253.607 77.136 0
10253.857 77.136 0
10254.107 77.136 0
10254.357 77.136 0
10254.607 77.136 0
10254.857 77.136 0
10255.107 77.136 0
10255.357 77.136 0
10255.607 77.136 0
10255.857 77.136 0
10256.107 77.136 0
10256.357 77.136 0
10256.607 77.136 0
10256.857 77.136 0
10257.107 77.136 0
10257.357 77.136 0
10257.607 77.136 0
10257.857 77.136 0
10258.107 77.136 0
10258.357 77.136 0
10258.607 77.136 0
10258.857 77.136 0
10259.107 77.136 0
10259.357 77.136 0
10259.607 77.136 0
10259.857 77.136 0
10260.107 77.136 0
10260.357 77.136 0
10260.607 77.136 0
10260.857 77.136 0
10261.107 77.135 0
10261.357 77.135 0
10261.607 77.135 0
10261.857 77.135 0
10262.107 77.135 0
10262.357 77.135 0
10262.607 77.135 0
10262.857 77.135 0
10263.107 77.135 0
10263.357 77.135 0
10263.607 77.135 0
10263.857 77.135 0
10264.107 77.135 0
10264.357 77.135 0
10264.607 77.135 0
10264.857 77.135 0
10265.107 77.135 0
10265.357 77.135 0
10265.607 77.135 0
10265.857 77.135 0
10266.107 77.135 0
10266.357 77.135 0
10266.607 77.135 0
10266.857 77.135 0
10267.107 77.135 0
10267.357 77.135 0
10267.607 77.135 0
10267.857 77.135 0
10268.107 77.135 0
10268.357 77.135 0
10268.607 77.135 0
10268.857 77.135 0
10269.107 77.135 0
10269.357 77.135 0
10269.607 77.135 0
10269.857 77.135 0
10270.107 77.135 0
10270.357 77.135 0
10270.607 77.135 0
10270.857 77.135 0
10271.107 77.135 0
10271.357 77.135 0
10271.607 77.135 0
10271.857 77.135 0
10272.107 77.135 0
10272.357 77.135 0
10272.607 77.135 0
10272.857 77.135 0
10273.107 77.135 0
10273.357 77.135 0
10273.607 77.135 0
10273.857 77.135 0
10274.107 77.135 0
10274.357 77.135 0
10274.607 77.135 0
10274.857 77.135 0
10275.107 77.135 0
10275.357 77.135 0
10275.607 77.135 0
10275.857 77.135 0
10276.107 77.135 0
10276.357 77.135 0
10276.607 77.135 0
10276.857 77.134 0
10277.107 77.134 0
10277.357 77.134 0
10277.607 77.134 0
10277.857 77.134 0
10278.107 77.134 0
10278.357 77.134 0
10278.607 77.134 0
10278.857 77.134 0
10279.107 77.134 0
10279.357 77.134 0
10279.607 77.134 0
10279.857 77.134 0
10280.107 77.134 0
10280.357 77.134 0
10280.607 77.134 0
10280.857 77.134 0
10281.107 77.134 0
10281.357 77.134 0
10281.607 77.134 0
10281.857 77.134 0
10282.107 77.134 0
10282.357 77.134 0
10282.607 77.134 0
10282.857 77.134 0
10283.107 77.134 0
10283.357 77.134 0
10283.607 77.134 0
10283.857 77.134 0
10284.107 77.134 0
10284.357 77.134 0
10284.607 77.134 0
10284.857 77.134 0
10285.107 77.134 0
10285.357 77.134 0
10285.607 77.134 0
10285.857 77.134 0
10286.107 77.134 0
10286.357 77.134 0
10286.607 77.134 0
10286.857 77.134 0
10287.107 77.134 0
10287.357 77.134 0
10287.607 77.134 0
10287.857 77.134 0
10288.107 77.134 0
10288.357 77.134 0
10288.607 77.134 0
10288.857 77.134 0
10289.107 77.134 0
10289.357 77.134 0
10289.607 77.134 0
10289.857 77.134 0
10290.107 77.134 0
10290.357 77.134 0
10290.607 77.134 0
10290.857 77.134 0
10291.107 77.134 0
10291.357 77.134 0
10291.607 77.134 0
10291.857 77.134 0
10292.107 77.134 0
10292.357 77.134 0
10292.607 77.133 0
10292.857 77.133 0
10293.107 77.133 0
10293.357 77.133 0
10293.607 77.133 0
10293.857 77.133 0
10294.107 77.133 0
10294.357 77.133 0
10294.607 77.133 0
10294.857 77.133 0
10295.107 77.133 0
10295.357 77.133 0
10295.607 77.133 0
10295.857 77.133 0
10296.107 77.133 0
10296.357 77.133 0
10296.607 77.133 0
10296.857 77.133 0
10297.107 77.133 0
10297.357 77.133 0
10297.607 77.133 0
10297.857 77.133 0
10298.107 77.133 0
10298.357 77.133 0
10298.607 77.133 0
10298.857 77.133 0
10299.107 77.133 0
10299.357 77.133 0
10299.607 77.133 0
10299.857 77.133 0
10300.107 77.133 0
10300.357 77.133 0
10300.607 77.133 0
10300.857 77.133 0
10301.107 77.133 0
10301.357 77.133 0
10301.607 77.133 0
10301.857 77.133 0
10302.107 77.133 0
10302.357 77.133 0
10302.607 77.133 0
10302.857 77.133 0
10303.107 77.133 0
10303.357 77.133 0
10303.607 77.133 0
10303.857 77.133 0
10304.107 77.133 0
10304.357 77.133 0
10304.607 77.133 0
10304.857 77.133 0
10305.107 77.133 0
10305.357 77.133 0
10305.607 77.133 0
10305.857 77.133 0
10306.107 77.133 0
10306.357 77.133 0
10306.607 77.133 0
10306.857 77.133 0
10307.107 77.133 0
10307.357 77.133 0
10307.607 77.133 0
10307.857 77.133 0
10308.107 77.133 0
10308.357 77.132 0
10308.607 77.132 0
10308.857 77.132 0
10309.107 77.132 0
10309.357 77.132 0
10309.607 77.132 0
10309.857 77.132 0
10310.107 77.132 0
10310.357 77.132 0
10310.607 77.132 0
10310.857 77.132 0
10311.107 77.132 0
10311.357 77.132 0
10311.607 77.132 0
10311.857 77.132 0
10312.107 77.132 0
10312.357 77.132 0
10312.607 77.132 0
10312.857 77.132 0
10313.107 77.132 0
10313.357 77.132 0
10313.607 77.132 0
10313.857 77.132 0
10314.107 77.132 0
10314.357 77.132 0
10314.607 77.132 0
10314.857 77.132 0
10315.107 77.132 0
10315.357 77.132 0
10315.607 77.132 0
10315.857 77.132 0
10316.107 77.132 0
10316.357 77.132 0
10316.607 77.132 0
10316.857 77.132 0
10317.107 77.132 0
10317.357 77.132 0
10317.607 77.132 0
10317.857 77.132 0
10318.107 77.132 0
10318.357 77.132 0
10318.607 77.132 0
10318.857 77.132 0
10319.107 77.132 0
10319.357 77.132 0
10319.607 77.132 0
10319.857 77.132 0
10320.107 77.132 0
10320.357 77.132 0
10320.607 77.132 0
10320.857 77.132 0
10321.107 77.132 0
10321.357 77.132 0
10321.607 77.132 0
10321.857 77.132 0
10322.107 77.132 0
10322.357 77.132 0
10322.607 77.132 0
10322.857 77.132 0
10323.107 77.132 0
10323.357 77.132 0
10323.607 77.132 0
10323.857 77.132 0
10324.107 77.132 0
10324.357 77.131 0
10324.607 77.131 0
10324.857 77.131 0
10325.107 77.131 0
10325.357 77.131 0
10325.607 77.131 0
10325.857 77.131 0
10326.107 77.131 0
10326.357 77.131 0
10326.607 77.131 0
10326.857 77.131 0
10327.107 77.131 0
10327.357 77.131 0
10327.607 77.131 0
10327.857 77.131 0
10328.107 77.131 0
10328.357 77.131 0
10328.607 77.131 0
10328.857 77.131 0
10329.107 77.131 0
10329.357 77.131 0
10329.607 77.131 0
10329.857 77.131 0
10330.107 77.131 0
10330.357 77.131 0
10330.607 77.131 0
10330.857 77.131 0
10331.107 77.131 0
10331.357 77.131 0
10331.607 77.131 0
10331.857 77.131 0
10332.107 77.131 0
10332.357 77.131 0
10332.607 77.131 0
10332.857 77.131 0
10333.107 77.131 0
10333.357 77.131 0
10333.607 77.131 0
10333.857 77.131 0
10334.107 77.131 0
10334.357 77.131 0
10334.607 77.131 0
10334.857 77.131 0
10335.107 77.131 0
10335.357 77.131 0
10335.607 77.131 0
10335.857 77.131 0
10336.107 77.131 0
10336.357 77.131 0
10336.607 77.131 0
10336.857 77.131 0
10337.107 77.131 0
10337.357 77.131 0
10337.607 77.131 0
10337.857 77.131 0
10338.107 77.131 0
10338.357 77.131 0
10338.607 77.131 0
10338.857 77.131 0
10339.107 77.131 0
10339.357 77.131 0
10339.607 77.131 0
10339.857 77.130 0
10340.107 77.130 0
10340.357 77.130 0
10340.607 77.130 0
10340.857 77.130 0
10341.107 77.130 0
10341.357 77.130 0
10341.607 77.130 0
10341.857 77.130 0
10342.107 77.130 0
10342.357 77.130 0
10342.607 77.130 0
10342.857 77.130 0
10343.107 77.130 0
10343.357 77.130 0
10343.607 77.130 0
10343.857 77.130 0
10344.107 77.130 0
10344.357 77.130 0
10344.607 77.130 0
10344.857 77.130 0
10345.107 77.130 0
10345.357 77.130 0
10345.607 77.130 0
10345.857 77.130 0
10346.107 77.130 0
10346.357 77.130 0
10346.607 77.130 0
10346.857 77.130 0
10347.107 77.130 0
10347.357 77.130 0
10347.607 77.130 0
10347.857 77.130 0
10348.107 77.130 0
10348.357 77.130 0
10348.607 77.130 0
10348.857 77.130 0
10349.107 77.130 0
10349.357 77.130 0
10349.607 77.130 0
10349.857 77.130 0
10350.107 77.130 0
10350.357 77.130 0
10350.607 77.130 0
10350.857 77.130 0
10351.107 77.130 0
10351.357 77.130 0
10351.607 77.130 0
10351.857 77.130 0
10352.107 77.130 0
10352.357 77.130 0
10352.607 77.130 0
10352.857 77.130 0
10353.107 77.130 0
10353.357 77.130 0
10353.607 77.130 0
10353.857 77.130 0
10354.107 77.130 0
10354.357 77.130 0
10354.607 77.130 0
10354.857 77.130 0
10355.107 77.130 0
10355.357 77.130 0
10355.607 77.129 0
10355.857 77.129 0
10356.107 77.129 0
10356.357 77.129 0
10356.607 77.129 0
10356.857 77.129 0
10357.107 77.129 0
10357.357 77.129 0
10357.607 77.129 0
10357.857 77.129 0
10358.107 77.129 0
10358.357 77.129 0
10358.607 77.129 0
10358.857 77.129 0
10359.107 77.129 0
10359.357 77.129 0
10359.607 77.129 0
10359.857 77.129 0
10360.107 77.129 0
10360.357 77.129 0
10360.607 77.129 0
10360.857 77.129 0
10361.107 77.129 0
10361.357 77.129 0
10361.607 77.129 0
10361.857 77.129 0
10362.107 77.129 0
10362.357 77.129 0
10362.607 77.129 0
10362.857 77.129 0
10363.107 77.129 0
10363.357 77.129 0
10363.607 77.129 0
10363.857 77.129 0
10364.107 77.129 0
10364.357 77.129 0
10364.607 77.129 0
10364.857 77.129 0
10365.107 77.129 0
10365.357 77.129 0
10365.607 77.129 0
10365.857 77.129 0
10366.107 77.129 0
10366.357 77.129 0
10366.607 77.129 0
10366.857 77.129 0
10367.107 77.129 0
10367.357 77.129 0
10367.607 77.129 0
10367.857 77.129 0
10368.107 77.129 0
10368.357 77.129 0
10368.607 77.129 0
10368.857 77.129 0
10369.107 77.129 0
10369.357 77.129 0
10369.607 77.129 0
10369.857 77.129 0
10370.107 77.129 0
10370.357 77.129 0
10370.607 77.129 0
10370.857 77.129 0
10371.107 77.129 0
10371.357 77.128 0
10371.607 77.128 0
10371.857 77.128 0
10372.107 77.128 0
10372.357 77.128 0
10372.607 77.128 0
10372.857 77.128 0
10373.107 77.128 0
10373.357 77.128 0
10373.607 77.128 0
10373.857 77.128 0
10374.107 77.128 0
10374.357 77.128 0
10374.607 77.128 0
10374.857 77.128 0
10375.107 77.128 0
10375.357 77.128 0
10375.607 77.128 0
10375.857 77.128 0
10376.107 77.128 0
10376.357 77.128 0
10376.607 77.128 0
10376.857 77.128 0
10377.107 77.128 0
10377.357 77.128 0
10377.607 77.128 0
10377.857 77.128 0
10378.107 77.128 0
10378.357 77.128 0
10378.607 77.128 0
10378.857 77.128 0
10379.107 77.128 0
10379.357 77.128 0
10379.607 77.128 0
10379.857 77.128 0
10380.107 77.128 0
10380.357 77.128 0
10380.607 77.128 0
10380.857 77.128 0
10381.107 77.128 0
10381.357 77.128 0
10381.607 77.128 0
10381.857 77.128 0
10382.107 77.128 0
10382.357 77.128 0
10382.607 77.128 0
10382.857 77.128 0
10383.107 77.128 0
10383.357 77.128 0
10383.607 77.128 0
10383.857 77.128 0
10384.107 77.128 0
10384.357 77.128 0
10384.607 77.128 0
10384.857 77.128 0
10385.107 77.128 0
10385.357 77.128 0
10385.607 77.128 0
10385.857 77.128 0
10386.107 77.128 0
10386.357 77.128 0
10386.607 77.128 0
10386.857 77.127 0
10387.107 77.127 0
10387.357 77.127 0
10387.607 77.127 0
10387.857 77.127 0
10388.107 77.127 0
10388.357 77.127 0
10388.607 77.127 0
10388.857 77.127 0
10389.107 77.127 0
10389.357 77.127 0
10389.607 77.127 0
10389.857 77.127 0
10390.107 77.127 0
10390.357 77.127 0
10390.607 77.127 0
10390.857 77.127 0
10391.107 77.127 0
10391.357 77.127 0
10391.607 77.127 0
10391.857 77.127 0
10392.107 77.127 0
10392.357 77.127 0
10392.607 77.127 0
10392.857 77.127 0
10393.107 77.127 0
10393.357 77.127 0
10393.607 77.127 0
10393.857 77.127 0
10394.107 77.127 0
10394.357 77.127 0
10394.607 77.127 0
10394.857 77.127 0
10395.107 77.127 0
10395.357 77.127 0
10395.607 77.127 0
10395.857 77.127 0
10396.107 77.127 0
10396.357 77.127 0
10396.607 77.127 0
10396.857 77.127 0
10397.107 77.127 0
10397.357 77.127 0
10397.607 77.127 0
10397.857 77.127 0
10398.107 77.127 0
10398.357 77.127 0
10398.607 77.127 0
10398.857 77.127 0
10399.107 77.127 0
10399.357 77.127 0
10399.607 77.127 0
10399.857 77.127 0
10400.107 77.127 0
10400.357 77.127 0
10400.607 77.127 0
10400.857 77.127 0
10401.107 77.127 0
10401.357 77.127 0
10401.607 77.127 0
10401.857 77.127 0
10402.107 77.127 0
10402.357 77.126 0
10402.607 77.126 0
10402.857 77.126 0
10403.107 77.126 0
10403.357 77.126 0
10403.607 77.126 0
10403.857 77.126 0
10404.107 77.126 0
10404.357 77.126 0
10404.607 77.126 0
10404.857 77.126 0
10405.107 77.126 0
10405.357 77.126 0
10405.607 77.126 0
10405.857 77.126 0
10406.107 77.126 0
10406.357 77.126 0
10406.607 77.126 0
10406.857 77.126 0
10407.107 77.126 0
10407.357 77.126 0
10407.607 77.126 0
10407.857 77.126 0
10408.107 77.126 0
10408.357 77.126 0
10408.607 77.126 0
10408.857 77.126 0
10409.107 77.126 0
10409.357 77.126 0
10409.607 77.126 0
10409.857 77.126 0
10410.107 77.126 0
10410.357 77.126 0
10410.607 77.126 0
10410.857 77.126 0
10411.107 77.126 0
10411.357 77.126 0
10411.607 77.126 0
10411.857 77.126 0
10412.107 77.126 0
10412.357 77.126 0
10412.607 77.126 0
10412.857 77.126 0
10413.107 77.126 0
10413.357 77.126 0
10413.607 77.126 0
10413.857 77.126 0
10414.107 77.126 0
10414.357 77.126 0
10414.607 77.126 0
10414.857 77.126 0
10415.107 77.126 0
10415.357 77.126 0
10415.607 77.126 0
10415.857 77.126 0
10416.107 77.126 0
10416.357 77.126 0
10416.607 77.126 0
10416.857 77.126 0
10417.107 77.126 0
10417.357 77.126 0
10417.607 77.126 0
10417.857 77.126 0
10418.107 77.125 0
10418.357 77.125 0
10418.607 77.125 0
10418.857 77.125 0
10419.107 77.125 0
10419.357 77.125 0
10419.607 77.125 0
10419.857 77.125 0
10420.107 77.125 0
10420.357 77.125 0
10420.607 77.125 0
10420.857 77.125 0
10421.107 77.125 0
10421.357 77.125 0
10421.607 77.125 0
10421.857 77.125 0
10422.107 77.125 0
10422.357 77.125 0
10422.607 77.125 0
10422.857 77.125 0
10423.107 77.125 0
10423.357 77.125 0
10423.607 77.125 0
10423.857 77.125 0
10424.107 77.125 0
10424.357 77.125 0
10424.607 77.125 0
10424.857 77.125 0
10425.107 77.125 0
10425.357 77.125 0
10425.607 77.125 0
10425.857 77.125 0
10426.107 77.125 0
10426.357 77.125 0
10426.607 77.125 0
10426.857 77.125 0
10427.107 77.125 0
10427.357 77.125 0
10427.607 77.125 0
10427.857 77.125 0
10428.107 77.125 0
10428.357 77.125 0
10428.607 77.125 0
10428.857 77.125 0
10429.107 77.125 0
10429.357 77.125 0
10429.607 77.125 0
10429.857 77.125 0
10430.107 77.125 0
10430.357 77.125 0
10430.607 77.125 0
10430.857 77.125 0
10431.107 77.125 0
10431.357 77.125 0
10431.607 77.125 0
10431.857 77.125 0
10432.107 77.125 0
10432.357 77.125 0
10432.607 77.125 0
10432.857 77.125 0
10433.107 77.125 0
10433.357 77.125 0
10433.607 77.124 0
10433.857 77.124 0
10434.107 77.124 0
10434.357 77.124 0
10434.607 77.124 0
10434.857 77.124 0
10435.107 77.124 0
10435.357 77.124 0
10435.607 77.124 0
10435.857 77.124 0
10436.107 77.124 0
10436.357 77.124 0
10436.607 77.124 0
10436.857 77.124 0
10437.107 77.124 0
10437.357 77.124 0
10437.607 77.124 0
10437.857 77.124 0
10438.107 77.124 0
10438.357 77.124 0
10438.607 77.124 0
10438.857 77.124 0
10439.107 77.124 0
10439.357 77.124 0
10439.607 77.124 0
10439.857 77.124 0
10440.107 77.124 0
10440.357 77.124 0
10440.607 77.124 0
10440.857 77.124 0
10441.107 77.124 0
10441.357 77.124 0
10441.607 77.124 0
10441.857 77.124 0
10442.107 77.124 0
10442.357 77.124 0
10442.607 77.124 0
10442.857 77.124 0
10443.107 77.124 0
10443.357 77.124 0
10443.607 77.124 0
10443.857 77.124 0
10444.107 77.124 0
10444.357 77.124 0
10444.607 77.124 0
10444.857 77.124 0
10445.107 77.124 0
10445.357 77.124 0
10445.607 77.124 0
10445.857 77.124 0
10446.107 77.124 0
10446.357 77.124 0
10446.607 77.124 0
10446.857 77.124 0
10447.107 77.124 0
10447.357 77.124 0
10447.607 77.124 0
10447.857 77.124 0
10448.107 77.124 0
10448.357 77.124 0
10448.607 77.124 0
10448.857 77.123 0
10449.107 77.123 0
10449.357 77.123 0
10449.607 77.123 0
10449.857 77.123 0
10450.107 77.123 0
10450.357 77.123 0
10450.607 77.123 0
10450.857 77.123 0
10451.107 77.123 0
10451.357 77.123 0
10451.607 77.123 0
10451.857 77.123 0
10452.107 77.123 0
10452.357 77.123 0
10452.607 77.123 0
10452.857 77.123 0
10453.107 77.123 0
10453.357 77.123 0
10453.607 77.123 0
10453.857 77.123 0
10454.107 77.123 0
10454.357 77.123 0
10454.607 77.123 0
10454.857 77.123 0
10455.107 77.123 0
10455.357 77.123 0
10455.607 77.123 0
10455.857 77.123 0
10456.107 77.123 0
10456.357 77.123 0
10456.607 77.123 0
10456.857 77.123 0
10457.107 77.123 0
10457.357 77.123 0
10457.607 77.123 0
10457.857 77.123 0
10458.107 77.123 0
10458.357 77.123 0
10458.607 77.123 0
10458.857 77.123 0
10459.107 77.123 0
10459.357 77.123 0
10459.607 77.123 0
10459.857 77.123 0
10460.107 77.123 0
10460.357 77.123 0
10460.607 77.123 0
10460.857 77.123 0
10461.107 77.123 0
10461.357 77.123 0
10461.607 77.123 0
10461.857 77.123 0
10462.107 77.123 0
10462.357 77.123 0
10462.607 77.123 0
10462.857 77.123 0
10463.107 77.123 0
10463.357 77.123 0
10463.607 77.123 0
10463.857 77.123 0
10464.107 77.123 0
10464.357 77.122 0
10464.607 77.122 0
10464.857 77.122 0
10465.107 77.122 0
10465.357 77.122 0
10465.607 77.122 0
10465.857 77.122 0
10466.107 77.122 0
10466.357 77.122 0
10466.607 77.122 0
10466.857 77.122 0
10467.107 77.122 0
10467.357 77.122 0
10467.607 77.122 0
10467.857 77.122 0
10468.107 77.122 0
10468.357 77.122 0
10468.607 77.122 0
10468.857 77.122 0
10469.107 77.122 0
10469.357 77.122 0
10469.607 77.122 0
10469.857 77.122 0
10470.107 77.122 0
10470.357 77.122 0
10470.607 77.122 0
10470.857 77.122 0
10471.107 77.122 0
10471.357 77.122 0
10471.607 77.122 0
10471.857 77.122 0
10472.107 77.122 0
10472.357 77.122 0
10472.607 77.122 0
10472.857 77.122 0
10473.107 77.122 0
10473.357 77.122 0
10473.607 77.122 0
10473.857 77.122 0
10474.107 77.122 0
10474.357 77.122 0
10474.607 77.122 0
10474.857 77.122 0
10475.107 77.122 0
10475.357 77.122 0
10475.607 77.122 0
10475.857 77.122 0
10476.107 77.122 0
10476.357 77.122 0
10476.607 77.122 0
10476.857 77.122 0
10477.107 77.122 0
10477.357 77.122 0
10477.607 77.122 0
10477.857 77.122 0
10478.107 77.122 0
10478.357 77.122 0
10478.607 77.122 0
10478.857 77.122 0
10479.107 77.122 0
10479.357 77.122 0
10479.607 77.121 0
10479.857 77.121 0
10480.107 77.121 0
10480.357 77.121 0
10480.607 77.121 0
10480.857 77.121 0
10481.107 77.121 0
10481.357 77.121 0
10481.607 77.121 0
10481.857 77.121 0
10482.107 77.121 0
10482.357 77.121 0
10482.607 77.121 0
10482.857 77.121 0
10483.107 77.121 0
10483.357 77.121 0
10483.607 77.121 0
10483.857 77.121 0
10484.107 77.121 0
10484.357 77.121 0
10484.607 77.121 0
10484.857 77.121 0
10485.107 77.121 0
10485.357 77.121 0
10485.607 77.121 0
10485.857 77.121 0
10486.107 77.121 0
10486.357 77.121 0
10486.607 77.121 0
10486.857 77.121 0
10487.107 77.121 0
10487.357 77.121 0
10487.607 77.121 0
10487.857 77.121 0
10488.107 77.121 0
10488.357 77.121 0
10488.607 77.121 0
10488.857 77.121 0
10489.107 77.121 0
10489.357 77.121 0
10489.607 77.121 0
10489.857 77.121 0
10490.107 77.121 0
10490.357 77.121 0
10490.607 77.121 0
10490.857 77.121 0
10491.107 77.121 0
10491.357 77.121 0
10491.607 77.121 0
10491.857 77.121 0
10492.107 77.121 0
10492.357 77.121 0
10492.607 77.121 0
10492.857 77.121 0
10493.107 77.121 0
10493.357 77.121 0
10493.607 77.121 0
10493.857 77.121 0
10494.107 77.121 0
10494.357 77.121 0
10494.607 77.121 0
10494.857 77.121 0
10495.107 77.120 0
10495.357 77.120 0
10495.607 77.120 0
10495.857 77.120 0
10496.107 77.120 0
10496.357 77.120 0
10496.607 77.120 0
10496.857 77.120 0
10497.107 77.120 0
10497.357 77.120 0
10497.607 77.120 0
10497.857 77.120 0
10498.107 77.120 0
10498.357 77.120 0
10498.607 77.120 0
10498.857 77.120 0
10499.107 77.120 0
10499.357 77.120 0
10499.607 77.120 0
10499.857 77.120 0
10500.107 77.120 0
10500.357 77.120 0
10500.607 77.120 0
10500.857 77.120 0
10501.107 77.120 0
10501.357 77.120 0
10501.607 77.120 0
10501.857 77.120 0
10502.107 77.120 0
10502.357 77.120 0
10502.607 77.120 0
10502.857 77.120 0
10503.107 77.120 0
10503.357 77.120 0
10503.607 77.120 0
10503.857 77.120 0
10504.107 77.120 0
10504.357 77.120 0
10504.607 77.120 0
10504.857 77.120 0
10505.107 77.120 0
10505.357 77.120 0
10505.607 77.120 0
10505.857 77.120 0
10506.107 77.120 0
10506.357 77.120 0
10506.607 77.120 0
10506.857 77.120 0
10507.107 77.120 0
10507.357 77.120 0
10507.607 77.120 0
10507.857 77.120 0
10508.107 77.120 0
10508.357 77.120 0
10508.607 77.120 0
10508.857 77.120 0
10509.107 77.120 0
10509.357 77.120 0
10509.607 77.120 0
10509.857 77.120 0
10510.107 77.120 0
10510.357 77.119 0
10510.607 77.119 0
10510.857 77.119 0
10511.107 77.119 0
10511.357 77.119 0
10511.607 77.119 0
10511.857 77.119 0
10512.107 77.119 0
10512.357 77.119 0
10512.607 77.119 0
10512.857 77.119 0
10513.107 77.119 0
10513.357 77.119 0
10513.607 77.119 0
10513.857 77.119 0
10514.107 77.119 0
10514.357 77.119 0
10514.607 77.119 0
10514.857 77.119 0
10515.107 77.119 0
10515.357 77.119 0
10515.607 77.119 0
10515.857 77.119 0
10516.107 77.119 0
10516.357 77.119 0
10516.607 77.119 0
10516.857 77.119 0
10517.107 77.119 0
10517.357 77.119 0
10517.607 77.119 0
10517.857 77.119 0
10518.107 77.119 0
10518.357 77.119 0
10518.607 77.119 0
10518.857 77.119 0
10519.107 77.119 0
10519.357 77.119 0
10519.607 77.119 0
10519.857 77.119 0
10520.107 77.119 0
10520.357 77.119 0
10520.607 77.119 0
10520.857 77.119 0
10521.107 77.119 0
10521.357 77.119 0
10521.607 77.119 0
10521.857 77.119 0
10522.107 77.119 0
10522.357 77.119 0
10522.607 77.119 0
10522.857 77.119 0
10523.107 77.119 0
10523.357 77.119 0
10523.607 77.119 0
10523.857 77.119 0
10524.107 77.119 0
10524.357 77.119 0
10524.607 77.119 0
10524.857 77.119 0
10525.107 77.119 0
10525.357 77.119 0
10525.607 77.118 0
10525.857 77.118 0
10526.107 77.118 0
10526.357 77.118 0
10526.607 77.118 0
10526.857 77.118 0
10527.107 77.118 0
10527.357 77.118 0
10527.607 77.118 0
10527.857 77.118 0
10528.107 77.118 0
10528.357 77.118 0
10528.607 77.118 0
10528.857 77.118 0
10529.107 77.118 0
10529.357 77.118 0
10529.607 77.118 0
10529.857 77.118 0
10530.107 77.118 0
10530.357 77.118 0
10530.607 77.118 0
10530.857 77.118 0
10531.107 77.118 0
10531.357 77.118 0
10531.607 77.118 0
10531.857 77.118 0
10532.107 77.118 0
10532.357 77.118 0
10532.607 77.118 0
10532.857 77.118 0
10533.107 77.118 0
10533.357 77.118 0
10533.607 77.118 0
10533.857 77.118 0
10534.107 77.118 0
10534.357 77.118 0
10534.607 77.118 0
10534.857 77.118 0
10535.107 77.118 0
10535.357 77.118 0
10535.607 77.118 0
10535.857 77.118 0
10536.107 77.118 0
10536.357 77.118 0
10536.607 77.118 0
10536.857 77.118 0
10537.107 77.118 0
10537.357 77.118 0
10537.607 77.118 0
10537.857 77.118 0
10538.107 77.118 0
10538.357 77.118 0
10538.607 77.118 0
10538.857 77.118 0
10539.107 77.118 0
10539.357 77.118 0
10539.607 77.118 0
10539.857 77.118 0
10540.107 77.118 0
10540.357 77.118 0
10540.607 77.118 0
10540.857 77.117 0
10541.107 77.117 0
10541.357 77.117 0
10541.607 77.117 0
10541.857 77.117 0
10542.107 77.117 0
10542.357 77.117 0
10542.607 77.117 0
10542.857 77.117 0
10543.107 77.117 0
10543.357 77.117 0
10543.607 77.117 0
10543.857 77.117 0
10544.107 77.117 0
10544.357 77.117 0
10544.607 77.117 0
10544.857 77.117 0
10545.107 77.117 0
10545.357 77.117 0
10545.607 77.117 0
10545.857 77.117 0
10546.107 77.117 0
10546.357 77.117 0
10546.607 77.117 0
10546.857 77.117 0
10547.107 77.117 0
10547.357 77.117 0
10547.607 77.117 0
10547.857 77.117 0
10548.107 77.117 0
10548.357 77.117 0
10548.607 77.117 0
10548.857 77.117 0
10549.107 77.117 0
10549.357 77.117 0
10549.607 77.117 0
10549.857 77.117 0
10550.107 77.117 0
10550.357 77.117 0
10550.607 77.117 0
10550.857 77.117 0
10551.107 77.117 0
10551.357 77.117 0
10551.607 77.117 0
10551.857 77.117 0
10552.107 77.117 0
10552.357 77.117 0
10552.607 77.117 0
10552.857 77.117 0
10553.107 77.117 0
10553.357 77.117 0
10553.607 77.117 0
10553.857 77.117 0
10554.107 77.117 0
10554.357 77.117 0
10554.607 77.117 0
10554.857 77.117 0
10555.107 77.117 0
10555.357 77.117 0
10555.607 77.117 0
10555.857 77.117 0
10556.107 77.116 0
10556.357 77.116 0
10556.607 77.116 0
10556.857 77.116 0
10557.107 77.116 0
10557.357 77.116 0
10557.607 77.116 0
10557.857 77.116 0
10558.107 77.116 0
10558.357 77.116 0
10558.607 77.116 0
10558.857 77.116 0
10559.107 77.116 0
10559.357 77.116 0
10559.607 77.116 0
10559.857 77.116 0
10560.107 77.116 0
10560.357 77.116 0
10560.607 77.116 0
10560.857 77.116 0
10561.107 77.116 0
10561.357 77.116 0
10561.607 77.116 0
10561.857 77.116 0
10562.107 77.116 0
10562.357 77.116 0
10562.607 77.116 0
10562.857 77.116 0
